Plant,Tt_myco_mass_wholesystem,Sp_myco_mass_wholesystem,Tt_dead_mass_wholesystem,Sp_dead_mass_wholesystem,NM_mass_wholesystem,percent_col_denominator,total_root_mass_wholesystem,percent_Tt,percent_Sp,percent_Tt_dead,percent_Sp_dead,N_level,Batch,competitors_attempted,competitors,enriched,shoot_biomass
6100,0.029449999999999997,0,0,0,0.09484,0.12428999999999998,0.6998599999999999,23.69458524418698,0,0,0,Low,FC01,Tt/None,Tt/Tt,1,0.58335
6101,0.00604,0,0,0,0.04086,0.0469,0.7572300000000001,12.878464818763327,0,0,0,Low,FC08,None/None,Tt/None,1,0.79798
6101,0.00604,0,0,0,0.04086,0.0469,0.7572300000000001,12.878464818763327,0,0,0,Low,FC08,None/None,Tt/None,1,0.79798
6102,0.07458000000000001,0,0,0,0.09177,0.16635,2.2843,44.83318304779081,0,0,0,High,FC16,None/None,Tt/Tt,1,4.04212
6102,0.07458000000000001,0,0,0,0.09177,0.16635,2.2843,44.83318304779081,0,0,0,High,FC16,None/None,Tt/Tt,1,4.04212
6103,0.02105,0,0,0,0.0718,0.09285,1.53588,22.670974690360797,0,0,0,High,FC16,Tt/Tt,Tt/Tt,1,4.2744800000000005
6103,0.02105,0,0,0,0.0718,0.09285,1.53588,22.670974690360797,0,0,0,High,FC16,Tt/Tt,Tt/Tt,1,4.2744800000000005
6104,0.022309999999999997,0,4.5e-4,0,0.05789999999999999,0.08065999999999998,0.94719,27.659310686833628,0,0,0,Low,FC03,Sp/None,Tt/Tt,1,0.86702
6104,0.022309999999999997,0,4.5e-4,0,0.05789999999999999,0.08065999999999998,0.94719,27.659310686833628,0,0,0,Low,FC03,Sp/None,Tt/Tt,1,0.86702
6106,0.01337,0,0,0,0.08848,0.10185,1.20702,13.127147766323025,0,0,0,High,B04,Tt/Sp,Tt/Sp,0,3.06551
6106,0.01337,0,0,0,0.08848,0.10185,1.20702,13.127147766323025,0,0,0,High,B04,Tt/Sp,Tt/Sp,0,3.06551
6107,0.01315,0.00143,0,0,0.05748,0.07206,0.74847,18.248681654177076,1.984457396613933,0,0,None,B05,Tt/Sp,Tt/Sp,0,NA
6107,0.01315,0.00143,0,0,0.05748,0.07206,0.74847,18.248681654177076,1.984457396613933,0,0,None,B05,Tt/Sp,Tt/Sp,0,NA
