Plant,Side,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,mycofungus,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,received15N,N_level,Failed_split,Fungi,compartment_fungus,pctC,pctN,CNratio,CforN,competition_treatment,mycoC13forN15,dead_tissue,mycorrhizas,other,roots,percent_col,competitors,enriched,Batch,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13
6044,a,NA,0.008356411644273587,0.0037055853691632112,Tt,NA,-2.9176775461658977e-5,-5.765986997945394e-4,N,Low,N,Tt/Tt,Tt,43.7,0.6,78.6,-14.492595365288276,Self,-286.40627732336964,NA,0.01025,NA,0.032529999999999996,23.95979429640019,THETE/THETE,1,FC13,Tt,83.56411644273587,37.05585369163211,-0.29176775461658977,-5.765986997945394,4.425614198791577,3.6124263336383344
6044,b,NA,0.007894647031101654,0.00875220645266328,Tt,NA,-1.861037787133646e-4,-1.2771227789387662e-4,Y,Low,N,Tt/Tt,Tt,47.6,1,48.2,-61.81588145864694,Self,-42.42067026087052,NA,0.0018600000000000001,NA,0.02524,6.863468634686347,THETE/THETE,1,FC13,Tt,78.94647031101654,87.5220645266328,-1.8610377871336459,-1.2771227789387662,4.368770031798696,4.471890927593723
6045,a,NA,0.0031887998967550235,0.0050470033110803225,Tt,NA,5.1111267600434385e-5,-5.474027119702352e-4,N,Low,N,Tt/Tt,Tt,44.1,0.9,51.1,-5.825327180564669,Self,62.38937217686854,0.00144,0.01733,NA,0.05926,22.626974800887844,THETE/THETE,1,FC03,Tt,31.887998967550235,50.47003311080323,0.5111126760043438,-5.474027119702352,3.4622297310930623,3.921379756401158
6045,b,NA,0.00647634304745992,0.004882076837188887,Tt,NA,-2.3719639807545656e-4,-0.001321102170759536,Y,Low,N,Tt/Tt,Tt,46.4,0.6,83.4,-4.9022272393485675,Self,-27.303715823710256,NA,0.03315,NA,0.032869999999999996,50.21205695243866,THETE/THETE,1,FC03,Tt,64.7634304745992,48.82076837188887,-2.3719639807545656,-13.21102170759536,4.170741099528128,3.888155803716192
6048,a,NA,NA,0.008609280915019113,None,NA,NA,-6.824342990967569e-4,N,High,N,Tt/None,None,42.8,1.5,27.8,-12.615545447252604,None,NA,NA,0,NA,0.00795,0,THETE/NM,1,FC02,Tt,NA,86.09280915019113,NA,-6.824342990967569,NA,4.455425890526528
6048,b,NA,0.031658930390853435,0.010016529759296011,Tt,NA,0.0048754552613339275,-1.4231014668225628e-4,Y,High,N,Tt/None,Tt,40.4,2.7,15.1,-222.46432267082176,None,6.493533156161407,NA,0.00354,NA,0.0211,14.366883116883116,THETE/NM,1,FC02,None,316.58930390853436,100.16529759296012,48.75455261333927,-1.4231014668225628,5.757605362632795,4.606821797256608
6049,a,0.014282008177049388,0.05637837019392866,0.02185562379867756,Tt,0.0018320127718325363,0.004565280783437431,2.9214541416577866e-5,Y,High,N,Tt/None,Tt,37.1,2.8,13.3,1929.8050717283077,None,12.349376274612958,0.02036,0.0172,NA,0.08981,16.073264180917672,THETE/NM,1,FC02,None,563.7837019392866,218.55623798677559,45.65280783437431,0.29214541416577866,6.334670670740519,5.387043363509063
6049,b,NA,NA,0.013699374314350976,None,NA,NA,-0.001321102170759536,N,High,N,Tt/None,None,45.8,1.6,27.9,-10.369655441921536,None,NA,NA,0,NA,0.03994,0,THETE/NM,1,FC02,Tt,NA,136.99374314350976,NA,-13.21102170759536,NA,4.919935254299866
6050,a,NA,0.022657985366622002,0.00862027520181008,Sp,NA,-1.2041334510382029e-4,-0.001456135855088636,N,High,N,Sp/Sp,Sp,14.9,1.2,12.3,-15.560351245689773,Self,-188.16839069694728,0.00794,0.01354,NA,0.03553,27.59323415528836,SUIPU/SUIPU,1,FC05,Sp,226.57985366622003,86.2027520181008,-1.204133451038203,-14.56135855088636,5.42309743760799,4.456702103124071
6050,b,NA,0.02149290813204563,0.009884601881156252,Sp,NA,2.0438808139339182e-4,-9.926433855231842e-4,Y,High,N,Sp/Sp,Sp,22.5,1.8,12.8,-21.65219498311324,Self,105.15734570000484,0.02985,0.02736,NA,0.03931,41.037948102594875,SUIPU/SUIPU,1,FC05,Sp,214.9290813204563,98.84601881156252,2.043880813933918,-9.926433855231842,5.3703081193903,4.593563273758145
6051,a,NA,NA,0.007575807043903815,None,NA,NA,-4.853612946576491e-4,Y,High,N,Tt/None,None,43.8,1.2,36.3,-15.608593283581525,None,NA,NA,0,NA,0.05215,0,THETE/NM,1,FC09,Tt,NA,75.75807043903815,NA,-4.853612946576491,NA,4.327544979163797
6051,b,NA,0.02173471887207934,0.005860632533211341,Tt,NA,0.00168603963412145,-1.642069578853267e-4,N,High,N,Tt/None,Tt,44.7,1.6,27.9,-132.36174125616344,None,12.890989293620441,NA,0.0218,NA,0.02715,44.535240040858014,THETE/NM,1,FC09,None,217.34718872079338,58.60632533211341,16.8603963412145,-1.6420695788532669,5.3814960230092765,4.070842631578824
6052,a,NA,0.008950102669053717,0.011599636847000827,Tt,NA,9.233230331580633e-4,-0.0010729331108141893,Y,High,N,MIXED/THETE,Tt,32.1,1.4,23.5,-8.34171541435792,0,9.693360121691617,NA,0.01834,NA,0.038060000000000004,32.51773049645389,MIXED/THETE,1,FC12,Mixed,89.50102669053717,115.99636847000826,9.233230331580632,-10.729331108141892,4.494250096617663,4.75355888432328
6053,a,NA,0.0031887998967550235,0.003452691025413346,Tt,NA,-2.8463959154723106e-4,-6.641867659340495e-4,Y,Low,N,Tt/Sp,Tt,43.7,0.5,84.1,-4.801059069990045,Other,-11.202938703718232,NA,0.01596,NA,0.046400000000000004,25.593329057087878,THETE/SUIPU,1,FC08,Sp,31.887998967550235,34.526910254133455,-2.8463959154723106,-6.641867659340495,3.4622297310930623,3.5417390273558516
6053,b,NA,0.011511687782703506,0.007641774106450949,Sp,NA,5.218885525661299e-4,-4.963097744511424e-4,N,Low,N,Tt/Sp,Sp,37.2,0.9,40.7,-23.194561895207517,Other,22.057751077505824,0.01541,0.00544,NA,0.04428,10.94127111826227,THETE/SUIPU,1,FC08,Tt,115.11687782703505,76.4177410645095,5.218885525661299,-4.963097744511424,4.745947941181406,4.336214882101486
6054,a,NA,0.0038375297308359535,0.0035846360617450834,Tt,NA,-2.5527316151574553e-5,-9.85165531504073e-5,N,Low,N,Tt/None,Tt,44.9,0.7,66.8,-38.95314653342688,None,-150.330324897835,NA,0.0097,NA,0.0235,29.21686746987952,THETE/NM,1,FC06,None,38.375297308359535,35.846360617450834,-0.25527316151574553,-0.985165531504073,3.6474139533264585,3.5792420449454574
6054,b,NA,NA,0.004024450307327898,None,NA,NA,-4.56165360305294e-4,Y,Low,N,Tt/None,None,43.8,0.8,57.9,-8.822349651088123,None,NA,NA,0,NA,0.0273,0,THETE/NM,1,FC06,Tt,NA,40.24450307327898,NA,-4.56165360305294,NA,3.6949734249301187
6055,a,0.001605423556345853,0.0054758095693441255,0.009290922074382202,Tt,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,Y,High,N,Tt/Tt,Tt,47,2.3,20.4,-3.9381741133017596,Self,-7.69473849136373,0.00445,0.01212,NA,0.0451,21.1814051031108,THETE/THETE,1,FC09,Tt,54.758095693441255,92.90922074382202,-7.116303660598677,-13.90443746722314,4.002925224312302,4.5316228954027
6055,b,0.0012205674827603374,0.008598286625784546,0.008664252324532384,Tt,9.634663032961899e-4,-1.7880483736792963e-4,-8.831576050337131e-4,N,High,N,Tt/Tt,Tt,39.3,3,13,-9.73584621451153,Self,-48.08755038372766,3e-4,0.0192,NA,0.1076,15.141955835962145,THETE/THETE,1,FC09,Tt,85.98286625784546,86.64252324532384,-1.7880483736792963,-8.83157605033713,4.454148046844726,4.461790725598805
6056,b,NA,0.004475255850144633,0.004134403257624486,Sp,NA,0.0011276884351851257,-5.10907751252343e-4,Y,Low,N,MIXED/SUIPU,Sp,46.9,0.7,66.7,-8.759420539568707,0,3.968521544170981,NA,0.01282,NA,0.02185,36.97721372944909,MIXED/SUIPU,1,FC10,Mixed,44.75255850144633,41.34403257624486,11.276884351851258,-5.10907751252343,3.801148616303216,3.721928096091445
6057,a,NA,0.015128464011401555,0.005761678342767418,Sp,NA,3.2846896618499155e-4,0.012248256365999355,Y,Low,N,MIXED/SUIPU,MIXED,38.3,1.2,33.1,1.2351524624678445,Mixed,46.05751400843544,0.00511,0.01374,NA,0.02152,38.96766874645491,MIXED/THETE,1,FC01,Tt,151.28464011401553,57.61678342767418,3.2846896618499155,122.48256365999355,5.019163096235814,4.0538139042119194
6057,a,NA,0.00975267365108734,0.005761678342767418,Tt,NA,3.9415872124748397e-4,0.012248256365999355,Y,Low,N,MIXED/SUIPU,MIXED,42.6,1,44.3,0.7962499607830182,Mixed,24.74301119158503,0.00511,0.01374,NA,0.02152,38.96766874645491,MIXED/THETE,1,FC01,Tt,97.5267365108734,57.61678342767418,3.9415872124748397,122.48256365999355,4.580126561036541,4.0538139042119194
6057,b,NA,0.006597285283492793,0.004123407973594562,Tt,NA,4.016290571162706e-5,-7.335274275114823e-4,N,Low,N,Tt/None,Tt,43.3,0.6,78.2,-8.99391765877701,Mixed,164.26314696605468,NA,0.02002,NA,0.04595,30.347127482188874,MIXED/THETE,1,FC01,Mixed,65.97285283492793,41.23407973594561,0.4016290571162706,-7.3352742751148226,4.18924333672796,3.7192650924891852
6058,a,NA,NA,0.003716580746080167,None,NA,NA,-2.1877857108831833e-5,Y,Low,N,None/None,None,45.9,0.7,64.7,-169.87864613942594,None,NA,NA,0,NA,0.03195,0,NM/NM,1,FC13,None,NA,37.16580746080167,NA,-0.21877857108831833,NA,3.6153891843182553
6058,b,NA,NA,0.005541779432944427,None,NA,NA,-2.2624797522935447e-4,N,Low,N,None/None,None,44.3,0.7,66,-24.49427194796575,None,NA,NA,0,NA,0.07091,0,NM/NM,1,FC13,None,NA,55.41779432944427,NA,-2.2624797522935447,NA,4.0149007394628216
6061,a,NA,NA,0.007136024378321171,None,NA,NA,-0.0012809570919493085,Y,Low,N,Tt/None,None,53.5,0.9,59,-5.57085356189555,None,NA,NA,0,NA,0.0222,0,THETE/NM,1,FC01,Tt,NA,71.3602437832117,NA,-12.809570919493085,NA,4.267740904510477
6061,b,NA,0.007982602527911276,0.006498332566918119,Tt,NA,-6.860838065314567e-4,-7.225788955825818e-4,N,Low,N,Tt/Tt,Tt,55.5,1.1,48.4,-11.047378461663032,None,-11.635025418057692,NA,0.00306,NA,0.05926,4.910141206675224,THETE/THETE,1,FC01,Tt,79.82602527911276,64.9833256691812,-6.860838065314567,-7.225788955825818,4.379849582603708,4.174130708820216
6062,a,0.007641774106450949,0.0548845683090724,0.005068993466045946,Sp,0.002083815429048841,5.218885525661299e-4,-6.787847919293988e-4,N,Low,N,Sp/None,Sp,40.4,2.1,19.5,-80.85709780424929,None,105.16530404662944,9e-4,0.00143,NA,0.040459999999999996,3.413702554308905,SUIPU/NM,1,FC03,None,548.845683090724,50.68993466045946,5.218885525661299,-6.787847919293988,6.307817314730659,3.925727363480852
6062,b,NA,NA,0.005376854608955428,None,NA,NA,-8.50311917809099e-4,Y,Low,N,Sp/None,None,49,0.8,63.6,-6.3233908596851744,None,NA,5.6e-4,0,NA,0.04939,0,SUIPU/NM,1,FC03,Sp,NA,53.76854608955428,NA,-8.50311917809099,NA,3.9846886510205355
6063,a,NA,0.0728840722502695,0.006982099521478657,Sp,NA,6.569168752761922e-4,-0.001076582646856672,Y,High,N,Sp/None,Sp,34.7,1.7,19.9,-67.699467814265,None,110.94869837165672,0.0031,0.0122,NA,0.06801,15.210073556913104,SUIPU/NM,1,FC02,None,728.8407225026949,69.82099521478658,6.5691687527619225,-10.765826468566718,6.59145522048613,4.245934755582558
6063,b,NA,0.06622974173825558,0.009455833846683026,None,NA,5.401356445906558e-4,-5.583512053991546e-4,N,High,N,Sp/None,None,46.3,1.3,34.4,-16.935279722237244,None,122.61686930224367,NA,0,NA,0.0335,0,SUIPU/NM,1,FC02,Sp,662.29741738255575,94.55833846683026,5.401356445906558,-5.583512053991546,6.495714726015651,4.549216982298149
6064,a,NA,0.011643611320497849,0.006795190122702577,Sp,NA,-3.28433348701862e-4,-0.001175120221067083,Y,High,N,Tt/Sp,Sp,36.8,1.8,20.7,-9.90844265272256,Other,-35.4519763797416,0.0124,0.00185,NA,0.04229,4.191209787041233,THETE/SUIPU,1,FC05,Tt,116.43611320497848,67.95190122702577,-3.2843334870186203,-11.75120221067083,4.7573427380813555,4.218800120000071
6064,b,NA,0.06056297188351012,0.01299580729329941,Tt,NA,0.0017517275990251435,-6.240422165038062e-4,N,High,N,Tt/Sp,Tt,45.2,1.4,32.1,-97.0494788362459,Other,34.573281780348786,NA,0.00667,NA,0.032189999999999996,17.16417910447761,THETE/SUIPU,1,FC05,Sp,605.6297188351012,129.9580729329941,17.517275990251434,-6.240422165038062,6.406268774292862,4.8672118825360995
6065,a,0.005959586525670968,0.021646787830698067,0.0272850494191359,Tt,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,N,High,N,Tt/Tt,Tt,42.5,1.9,22.6,-20.38333680315757,Self,1973.7640395814576,NA,0.04468,NA,0.03701,54.694577059615625,THETE/THETE,1,FC12,Tt,216.46787830698065,272.85049419135896,0.10967262244421239,-10.619845042910136,5.377442168337822,5.608924004850534
6065,b,NA,0.01165460493276238,0.027109206918453532,Tt,NA,1.313991812624815e-4,-0.0010254891665923416,Y,High,N,Tt/Tt,Tt,35,1.8,18.9,-11.364922529108869,Self,88.6961761921581,NA,0.01168,NA,0.12567,8.503822351656352,THETE/THETE,1,FC12,Tt,116.5460493276238,271.0920691845353,1.3139918126248151,-10.254891665923417,4.758286468104372,5.6024585018699025
6066,a,0.03315343419488004,0.03793334527160663,0.018360253026545426,Tt,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,N,High,N,Tt/Tt,Tt,42.8,1.6,27.2,-33.10284902177113,Self,-159.92378290474434,NA,0.03796,NA,0.0557,40.52957505872305,THETE/THETE,1,FC12,Tt,379.33345271606635,183.60253026545425,-2.3719639807545656,-11.459238824627626,5.9384156407353395,5.212773259493684
6066,b,0.0250540013276197,0.046008696835931895,0.018711999630377507,Tt,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,Y,High,N,Tt/Tt,Tt,41.6,1.3,33,-74.5994378469421,Self,22.963809692100465,NA,0.00971,NA,0.03839,20.187110187110186,THETE/THETE,1,FC12,Tt,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691
6067,a,NA,0.0028259472958422904,NA,Tt,NA,-3.2113438650249737e-4,NA,N,Low,N,MIXED/THETE,Tt,43.8,1,44.3,NA,Mixed,-8.799890060419655,NA,0.01886,NA,0.0349,35.081845238095234,MIXED/THETE,1,FC03,Mixed,28.259472958422904,NA,-3.2113438650249737,NA,3.3414287273451375,NA
6067,b,NA,0.00696011021710885,0.0026170309544140125,Sp,NA,-1.605574886830441e-4,0.029406100319721462,Y,Low,N,MIXED/THETE,MIXED,31.8,0.8,37.8,0.2366893311739466,Mixed,-43.34964550204679,0.00488,0.02558,NA,0.01476,63.41100644521567,MIXED/THETE,1,FC03,Tt,69.6011021710885,26.170309544140125,-1.605574886830441,294.06100319721463,4.24278040300649,3.2646255446776853
6067,b,NA,0.004431275002460433,0.0026170309544140125,Tt,NA,3.6683487040778395e-6,0.029406100319721462,Y,Low,N,MIXED/THETE,MIXED,46.2,0.9,49.4,0.1506923717963568,Mixed,1207.9754025386144,0.00488,0.02558,NA,0.01476,63.41100644521567,MIXED/THETE,1,FC03,Tt,44.31275002460433,26.170309544140125,0.036683487040778395,294.06100319721463,3.7912724465806162,3.2646255446776853
6068,a,NA,NA,0.0034087092684145226,None,NA,NA,-0.0012006670313824408,N,High,N,Tt/None,None,41.5,1.7,24.8,-2.839012964726578,None,NA,NA,0,NA,0.03422,0,THETE/NM,1,FC05,Tt,NA,34.087092684145226,NA,-12.006670313824408,NA,3.528918798973663
6068,b,0.001990276635336574,0.008125529876608306,0.0021222255730573014,Tt,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,Y,High,N,Tt/None,Tt,17.3,2.1,8.1,-7.730972724397425,None,1.9294521148922357,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,THETE/NM,1,FC05,None,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688
6069,a,0.0027599738096735216,0.005816652917456588,0.006069535173978791,Tt,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,Y,Low,N,Tt/None,Tt,40.5,0.9,43.2,14.621754039269888,None,8.523033766147677,NA,0.00352,NA,0.02879,10.89445991952956,THETE/NM,1,FC11,None,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016
6069,b,NA,NA,0.008631269486156778,None,NA,NA,-2.773406357645114e-4,N,Low,N,Tt/None,None,39.6,0.6,63.4,-31.121546477904335,None,NA,NA,0,NA,0.07164,0,THETE/NM,1,FC11,Tt,NA,86.31269486156779,NA,-2.773406357645114,NA,4.457976688795553
6070,a,NA,0.03135123282365626,0.029406100319721462,Tt,NA,0.00275163370347431,-2.6274272740728355e-4,Y,High,N,Tt/Tt,Tt,40.5,2.6,15.6,-119.3229328667887,Self,11.393679610796701,NA,0.0118,NA,0.0298,28.365384615384613,THETE/THETE,1,FC14,Tt,313.5123282365626,294.06100319721463,27.5163370347431,-2.6274272740728355,5.747838683818328,5.683787239682883
6070,b,NA,0.03401055569950873,0.03392264648541077,Tt,NA,7.554508257223702e-4,-6.203927136143039e-4,N,High,N,Tt/Tt,Tt,47.2,2.1,22.4,-54.82101087449743,Self,45.02021116594514,NA,0.0191,NA,0.0556,25.568942436412318,THETE/THETE,1,FC14,Tt,340.1055569950873,339.2264648541077,7.554508257223702,-6.203927136143039,5.829256031177187,5.826667922260168
6071,a,0.003331741099555696,0.0032327818493091964,0.004475255850144633,Tt,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,Y,Low,N,Tt/Sp,Tt,42.2,0.9,45.1,-295.7854701711262,Other,-4.867278324588292,NA,0.02043,NA,0.01718,54.32065939909598,THETE/SUIPU,1,FC11,Sp,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216
6071,b,NA,0.022636003031366148,0.009840625843569928,Sp,NA,2.1915630549818044e-5,-3.6305659057433992e-6,N,Low,N,Tt/Sp,Sp,43,1.1,40.1,-6234.841514805436,Other,1032.870260333627,NA,0.0024,NA,0.03737,6.034699522252954,THETE/SUIPU,1,FC11,Tt,226.36003031366147,98.40625843569927,0.21915630549818044,-0.03630565905743399,5.422126786192239,4.589104404024501
6072,a,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,Tt,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,N,Low,N,Tt/Tt,Tt,47.9,0.8,59.2,-6.519250591007152,SELF,81.33006132421174,NA,0.0174,NA,0.0122,58.783783783783775,THETE/THETE,1,FC10,Tt,68.28174185578905,25.400615535444704,0.8395633882973819,-10.473863660031558,4.223642408083997,3.2347734074097856
6074,a,NA,NA,0.0069930941699971605,None,NA,NA,5.401356445906558e-4,N,Low,N,None/None,None,48.9,0.8,64.8,12.946922203767738,None,NA,NA,0,NA,0.02876,0,NM/NM,1,FC08,None,NA,69.93094169997161,NA,5.401356445906558,NA,4.247508207948166
6074,b,NA,NA,0.007289948756109332,None,NA,NA,8.030688754029347e-5,Y,Low,N,None/None,None,69.6,1.2,59.7,90.77613364671426,None,NA,NA,0,NA,0.01858,0,NM/NM,1,FC08,None,NA,72.89948756109332,NA,0.8030688754029347,NA,4.289081609649623
6075,a,NA,0.0032767637627519886,0.005453819595256926,Tt,NA,1.4616718613580382e-5,1.5329586253060024e-4,Y,Low,N,Tt/Tt,Tt,43.9,0.7,59.7,21.375422067232215,Self,224.17916424193524,NA,0.0065,NA,0.017300000000000003,27.310924369747898,THETE/THETE,1,FC10,Tt,32.76763762751989,54.538195952569254,0.14616718613580382,1.5329586253060024,3.489441370625422,3.9989012993597215
6075,b,0.012347197578724156,0.005607749208550672,0.008345417298825542,Tt,1.569453084729333e-4,-5.1073536936452335e-5,0.001003609541085304,N,Low,N,Tt/Tt,Tt,35.8,1.5,23.7,5.58758060678304,Self,-109.79754966898122,NA,0.00294,NA,0.0149,16.479820627802688,THETE/THETE,1,FC10,Tt,56.07749208550672,83.45417298825541,-0.5107353693645234,10.03609541085304,4.026734521425117,4.424297654708467
6076,a,NA,NA,0.0047721255490542624,None,NA,NA,-4.123714908600973e-4,Y,Low,N,Tt/None,None,45.1,0.8,58.5,-11.572394442450125,None,NA,NA,0,NA,0.0327,0,THETE/NM,1,FC10,Tt,NA,47.721255490542624,NA,-4.123714908600973,NA,3.8653769064088275
6076,b,NA,NA,0.0037275761205528557,Tt,NA,NA,-2.408458728921925e-4,N,Low,N,Tt/None,Tt,48.9,0.7,65.5,NA,None,NA,NA,0,NA,0.0406,0,THETE/NM,1,FC10,None,NA,37.27576120552855,NA,-2.408458728921925,NA,3.618343281784437
6077,a,NA,0.013831292016478036,0.004288336977384288,Sp,NA,4.2335414013722206e-4,-6.49588744216334e-4,N,Low,N,Sp/Sp,Sp,35.2,1,33.9,-21.292382510667043,Self,32.67073758153136,6.5e-4,0.00876,NA,0.043739999999999994,16.68571428571429,SUIPU/SUIPU,1,FC03,Sp,138.31292016478037,42.88336977384289,4.233541401372221,-6.4958874421633395,4.929518655599915,3.758484099818541
6077,b,NA,0.023471324901410018,0.010104481482540173,Sp,NA,5.802792235178877e-4,-8.904566495800958e-4,Y,Low,N,Sp/Sp,Sp,34.6,1.1,30.6,-26.35875077408672,Self,40.44832892537033,0.00817,0.00748,NA,0.025800000000000003,22.475961538461533,SUIPU/SUIPU,1,FC03,Sp,234.71324901410017,101.04481482540173,5.802792235178877,-8.904566495800958,5.458364552112006,4.615564129573172
6078,a,NA,0.007300943336191468,0.00793862479905938,Tt,NA,8.395633882973819e-5,-0.0018320423635135863,Y,Low,N,Tt/Sp,Tt,48.3,1.2,39.8,-3.9851389256028655,Other,86.96119242404839,NA,0.01268,NA,0.021589999999999998,37.000291800408526,THETE/SUIPU,1,FC04,Sp,73.00943336191467,79.3862479905938,0.8395633882973819,-18.320423635135864,4.290588656935489,4.3743251541414825
6078,b,NA,0.015821008008825466,0.009730685578526854,Sp,NA,6.934109537218291e-4,-5.401037176877566e-4,N,Low,N,Tt/Sp,Sp,46.9,0.9,51.7,-29.29253676785811,Other,22.816207220130345,0.00644,0.00375,NA,0.03691,9.222823413674371,THETE/SUIPU,1,FC04,Tt,158.21008008825464,97.30685578526854,6.9341095372182915,-5.401037176877566,5.063923770675715,4.577869446990003
6079,a,NA,0.0014624773643032718,0.0040684315167789364,Sp,NA,8.722315516507817e-4,-8.138167351812164e-4,N,Low,N,Sp/None,Sp,46.6,0.7,62.8,-1.7970598306480083,None,1.6767077062683566,0.0114,0.0062,NA,0.07999999999999999,7.192575406032484,SUIPU/NM,1,FC06,None,14.624773643032718,40.684315167789364,8.722315516507816,-8.138167351812164,2.6827169155986716,3.705842641459068
6079,b,NA,NA,0.00350766816666237,None,NA,NA,-8.756816078292484e-5,Y,Low,N,Sp/None,None,46.7,0.8,55.9,-40.05643301516434,None,NA,NA,0,NA,0.0288,0,SUIPU/NM,1,FC06,Sp,NA,35.0766816666237,NA,-0.8756816078292484,NA,3.5575365697179997
6080,a,NA,0.005036008229930999,0.006322416137499953,Tt,NA,-2.9193854839937305e-4,-0.0012371624974163442,Y,Low,N,Tt/Tt,Tt,38.8,0.9,43.1,-4.070611775290683,Self,-17.25023385072711,NA,0.01527,NA,0.034100000000000005,30.929714401458376,THETE/THETE,1,FC06,Tt,50.360082299309994,63.22416137499953,-2.9193854839937305,-12.371624974163442,3.919198843394628,4.1466865283320296
6080,b,NA,0.004915062175964824,0.006102519720808219,Tt,NA,8.395633882973819e-5,1.4599696984396449e-4,N,Low,N,Tt/Tt,Tt,44.8,0.6,76.4,33.665508134982794,Self,58.543074227337065,NA,0.0087,NA,0.0287,23.262032085561493,THETE/THETE,1,FC06,Tt,49.15062175964824,61.02519720808219,0.8395633882973819,1.4599696984396449,3.8948894967603285,4.111286847868758
6084,a,0.00876320070768144,NA,0.007718735568214674,Sp,0.003981417703222023,NA,-8.795080831615065e-4,Y,Low,N,Sp/Sp,Sp,45,0.7,63.9,NA,Self,NA,0.0184,0.0179,NA,0.027290000000000002,39.61053330382828,SUIPU/SUIPU,1,FC04,Sp,NA,77.18735568214674,NA,-8.795080831615065,NA,4.346235657115567
6084,b,NA,0.0051569539881355375,0.011500694138669054,Sp,NA,2.5912968631119915e-4,-5.875471996402148e-4,N,Low,N,Sp/Sp,Sp,47.4,0.7,72.3,-8.77708887267849,Self,19.90105441621361,0.00753,0.0041,NA,0.02579,13.716962194713952,SUIPU/SUIPU,1,FC04,Sp,51.569539881355375,115.00694138669054,2.5912968631119915,-5.8754719964021485,3.9429311858077334,4.744992486425931
6085,a,0.0032327818493091964,0.004750135262095556,0.0042113701773915935,Tt,1.5329586253060024e-4,-3.6492817574007574e-4,-0.0013794950704167364,N,Low,N,Tt/Sp,Tt,45.6,0.8,58.9,-3.4433869058050144,Other,-13.016630608097781,NA,0.0342,NA,0.0353,49.20863309352518,THETE/SUIPU,1,FC06,Sp,47.50135262095556,42.113701773915935,-3.6492817574007574,-13.794950704167363,3.8607581868657985,3.74037314555116
6085,b,NA,0.008158513052264782,0.004167389095047991,Sp,NA,3.3576783213629113e-4,-0.0015948194794525028,Y,Low,N,Tt/Sp,Sp,44.4,1.2,36.8,-5.11563418767971,Other,24.298078229701197,0.0033,0.0015,NA,0.02194,6.399317406143344,THETE/SUIPU,1,FC06,Tt,81.58513052264782,41.67389095047991,3.3576783213629113,-15.948194794525028,4.4016470213780945,3.729874816416647
6087,a,NA,0.0018693231331914362,0.010797095837256743,Tt,NA,2.1533640718940372e-4,-8.685595191491591e-4,N,High,N,Tt/Tt,Tt,47.1,2.9,16.2,-2.1522107489221063,Self,8.680943262637577,0.0099,0.0216,NA,0.0771,21.88449848024316,THETE/THETE,1,FC09,Tt,18.69323133191436,107.97095837256742,2.1533640718940372,-8.68559519149159,2.9281614974767023,4.681862287005359
6087,b,NA,0.0020892383716284435,0.0026940002355033688,Tt,NA,-2.2989744924395428e-4,-6.933828222026595e-4,Y,High,N,Tt/Tt,Tt,45.4,2.7,16.6,-3.013109504200853,Self,-9.087697051442536,0.0075,0.0235,NA,0.0538,30.40103492884864,THETE/THETE,1,FC09,Tt,20.892383716284435,26.940002355033688,-2.2989744924395428,-6.9338282220265945,3.0393846770665225,3.2936122583999454
6088,a,NA,0.004519236658719228,0.0054758095693441255,Tt,NA,1.5329586253060024e-4,-5.875471996402148e-4,Y,Low,N,Tt/Tt,Tt,42.7,0.9,46.3,-7.691699767246933,Self,29.48048684495394,NA,0.01057,NA,0.01399,43.037459283387626,THETE/THETE,1,FC01,Tt,45.19236658719228,54.758095693441255,1.5329586253060024,-5.8754719964021485,3.810928191761885,4.002925224312302
6088,b,NA,0.005398844617262588,0.0050470033110803225,Tt,NA,-7.043313477148594e-4,-8.430128791446778e-4,N,Low,N,Tt/Tt,Tt,42.1,0.6,76.5,-6.404225547230387,Self,-7.665205637628739,NA,0.00704,NA,0.02207,24.184129165235316,THETE/THETE,1,FC01,Tt,53.988446172625885,50.47003311080323,-7.043313477148594,-8.430128791446778,3.988770063905431,3.921379756401158
