Plant,Side,tissue,enriched,received15N,N_level,Failed_split,Actual_fungi_at_harvest,Actual_fungus_by_compartment,mycofungus,APE13C,APE15N,pctC,pctN,CNratio
6088,b,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.0050470033110803225,-8.430128791446778e-4,42.1,0.6,76.5
6098,b,mycorrhizas,1,N,High,N,MIXED/THETE,THETE,THETE,0.032582011603750294,0.004068997601523849,49.4,3.5,13.9
6014,b,uncolonized_roots,1,N,High,N,NM/NM,NM,NM,0.01196242508398404,-0.0012773075409343582,43.3,1.4,31.9
6065,b,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.01165460493276238,1.313991812624815e-4,35,1.8,18.9
6008,a,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.010588213164530735,0.001007258924734633,30.4,1.1,28.3
6078,a,mycorrhizas,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.007300943336191468,8.395633882973819e-5,48.3,1.2,39.8
6080,b,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.006102519720808219,1.4599696984396449e-4,44.8,0.6,76.4
6020,a,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.0250540013276197,2.0438808139339182e-4,20.1,0.7,30.5
6018,b,hyphae,1,Y,High,Y,THETE,THETE,THETE,0.018788943866454577,0.0020473223691871434,20,1.3,15.8
6069,a,uncolonized_roots,1,Y,Low,N,THETE/NM,THETE,THETE,0.006069535173978791,3.978081495444874e-4,44.1,0.6,74.6
6002,a,uncolonized_roots,1,N,High,N,MIXED/SUIPU,SUIPU,SUIPU,0.00781768584307807,-8.649099983463748e-4,37.3,1.3,29.6
6084,b,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.0051569539881355375,2.5912968631119915e-4,32.4,0.8,38.1
6064,b,mycorrhizas,1,N,High,N,THETE/SUIPU,THETE,THETE,0.06056297188351012,0.0017517275990251435,39.9,2.1,18.9
6016,a,uncolonized_roots,1,N,Low,N,THETE/NM,THETE,THETE,0.004816106093640249,-1.4231014668225628e-4,42.4,0.8,55.3
6080,b,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.004915062175964824,8.395633882973819e-5,40.5,0.8,53.5
6085,a,hyphae,1,N,Low,N,THETE/SUIPU,THETE,THETE,0.0032327818493091964,1.5329586253060024e-4,28.9,1.1,26.2
6032,a,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.007531828953323494,-0.0012663588894937794,45.5,0.5,84.7
6070,b,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.03401055569950873,7.554508257223702e-4,39.5,2.3,17.1
6062,a,hyphae,1,N,Low,N,SUIPU/NM,SUIPU,SUIPU,0.007641774106450949,0.002083815429048841,22.4,0.9,24.2
6044,b,mycorrhizas,1,Y,Low,N,THETE/THETE,THETE,THETE,0.007894647031101654,-1.861037787133646e-4,47.6,1,48.2
6077,b,mycorrhizas,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.023471324901410018,5.802792235178877e-4,34.6,1.1,30.6
6039,a,uncolonized_roots,1,N,Low,N,THETE/NM,THETE,THETE,0.0035516498356618076,-5.765986997945394e-4,46.5,0.5,99.4
6012,a,mycorrhizas,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.030614948729296376,0.006692673985692843,39.1,2.6,14.8
6015,b,mycorrhizas,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.02596621542156563,0.012242443652185742,25.8,1.3,19.2
6038,a,hyphae,1,N,High,N,THETE/THETE,THETE,THETE,0.02097630849866916,3.613138545441319e-4,40.3,2.2,18.2
6068,b,mycorrhizas,1,Y,High,N,THETE/NM,THETE,THETE,0.008125529876608306,0.004211314607858063,40.1,2.7,15.1
6022,a,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.026317907926934447,-3.6305659057433992e-6,43.5,1.4,31.5
6034,a,uncolonized_roots,1,Y,High,N,MIXED/THETE,THETE,THETE,0.02051466170688876,-3.7952611404140635e-4,41.8,1.9,22.3
6002,b,mycorrhizas,1,Y,High,N,MIXED/SUIPU,MIXED,SUIPU,0.02015193620421818,0.0010656490267668128,41.6,2.8,14.9
6015,b,uncolonized_roots,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.01641460943040829,0.001587507524355547,45.3,1,45.1
6024,a,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.02675752004110965,-7.152798756333567e-4,48.9,1.8,27.5
6035,b,hyphae,1,Y,Low,N,THETE/THETE,THETE,THETE,0.00681717950039773,0.008163185990416322,41.6,2.2,18.9
6010,a,uncolonized_roots,1,Y,High,N,THETE/NM,THETE,THETE,0.024845178866740314,2.335836115021639e-4,46.9,1.4,32.4
6062,a,uncolonized_roots,1,N,Low,N,SUIPU/NM,SUIPU,SUIPU,0.005068993466045946,-6.787847919293988e-4,48,0.7,66.8
6094,b,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.025812349163899073,-9.853443260043893e-4,45.7,1.9,24.4
6045,b,mycorrhizas,1,Y,Low,N,THETE/THETE,THETE,THETE,0.00647634304745992,-2.3719639807545656e-4,39.5,0.9,41.7
6055,a,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.009290922074382202,-0.001390443746722314,47,2.3,20.4
6049,a,mycorrhizas,1,Y,High,N,THETE/NM,THETE,THETE,0.05637837019392866,0.004565280783437431,37.1,2.8,13.3
6022,b,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.022097432765042058,9.999601571684114e-4,35.5,2.3,15.7
6019,b,uncolonized_roots,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.007136024378321171,-2.6274272740728355e-4,42.8,0.8,56.1
6084,a,hyphae,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.00876320070768144,0.003981417703222023,20.4,0.6,32
6026,a,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.018063464883455005,0.004437561319404981,41,2.3,17.8
6029,b,mycorrhizas,1,Y,Low,N,THETE/THETE,THETE,THETE,0.008884137351575339,1.8249142258303097e-4,46.9,1.5,30.5
6044,a,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.0037055853691632112,-5.765986997945394e-4,43.7,0.6,78.6
6033,a,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.010269390542044343,8.320882079917435e-4,30.7,1.4,21.4
6066,b,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.046008696835931895,0.002003530662064268,46.6,2.9,16.3
6064,a,uncolonized_roots,1,Y,High,N,THETE/SUIPU,SUIPU,SUIPU,0.006795190122702577,-0.001175120221067083,46,1.4,32.5
6036,a,uncolonized_roots,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.005904612109858043,-0.0010181901022610629,50.3,0.6,87
6099,b,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.02239419669859566,-4.63464342289277e-4,41.2,1.6,25.9
6066,b,hyphae,1,Y,High,N,THETE/THETE,THETE,THETE,0.0250540013276197,0.001996232040467727,12.8,1,13.4
6043,a,mycorrhizas,1,N,High,N,SUIPU/SUIPU,SUIPU,SUIPU,0.038889272037155864,6.569168752761922e-4,28.7,2.2,13.3
6098,b,uncolonized_roots,1,N,High,N,MIXED/THETE,THETE,THETE,0.005519789488187987,-6.313412230848914e-4,42.9,1.8,23.4
6021,b,hyphae,1,N,Low,N,THETE/THETE,THETE,THETE,0.0017923525687293385,-0.001134975259897697,21.5,0.7,30.7
6031,a,mycorrhizas,1,Y,Low,N,THETE/NM,THETE,THETE,0.006597285283492793,-6.49588744216334e-4,33.5,0.7,47.8
6065,a,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.021646787830698067,1.0967262244421239e-5,29.7,1.4,21.4
6055,a,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.0054758095693441255,-7.116303660598677e-4,44.8,2.5,18.1
6049,a,hyphae,1,Y,High,N,THETE/NM,THETE,THETE,0.014282008177049388,0.0018320127718325363,10,0.7,14.1
6041,b,mycorrhizas,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.12292754376658754,0.044999390699924036,47.9,3,16.2
6007,a,uncolonized_roots,1,Y,Low,N,SUIPU/NM,NM,NM,0.005486804552721658,-9.34250939317427e-4,46.7,0.7,67.2
6097,a,hyphae,1,Y,High,N,THETE/THETE,THETE,THETE,0.005398844617262588,9.707650762094122e-4,15.4,1,15
6062,b,uncolonized_roots,1,Y,Low,N,SUIPU/NM,NM,NM,0.005376854608955428,-8.50311917809099e-4,49,0.8,63.6
6002,a,hyphae,1,N,High,N,MIXED/SUIPU,SUIPU,SUIPU,0.015985898007320865,8.174906204589383e-4,24.9,1.8,14.1
6030,b,uncolonized_roots,1,Y,Low,N,THETE/THETE,THETE,THETE,0.013094747010451213,-0.001175120221067083,44.8,0.6,69.4
6053,a,uncolonized_roots,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.003452691025413346,-6.641867659340495e-4,43.7,0.5,84.1
6071,b,mycorrhizas,1,N,Low,N,THETE/SUIPU,SUIPU,SUIPU,0.022636003031366148,2.1915630549818044e-5,43,1.1,40.1
6071,b,uncolonized_roots,1,N,Low,N,THETE/SUIPU,SUIPU,SUIPU,0.009840625843569928,-3.6305659057433992e-6,39.7,0.6,72.1
6055,b,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.008664252324532384,-8.831576050337131e-4,51.3,2.1,24.3
6058,b,uncolonized_roots,1,N,Low,N,NM/NM,NM,NM,0.005541779432944427,-2.2624797522935447e-4,44.3,0.7,66
6061,b,mycorrhizas,1,N,Low,N,THETE/NM,THETE,THETE,0.007982602527911276,-6.860838065314567e-4,55.5,1.1,48.4
6065,a,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.0272850494191359,-0.0010619845042910137,45.5,1.8,25.6
6021,b,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.002408113730523853,-9.597976261104813e-4,44.4,0.4,99.6
6055,b,hyphae,1,N,High,N,THETE/THETE,THETE,THETE,0.0012205674827603374,9.634663032961899e-4,14.6,0.9,16
6010,a,mycorrhizas,1,Y,High,N,THETE/NM,THETE,THETE,0.030900672216962022,0.0035654110835123265,35.1,1.9,18.4
6071,a,hyphae,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.003331741099555696,-0.0010619845042910137,23.1,0.8,28.2
6080,a,uncolonized_roots,1,Y,Low,N,THETE/THETE,THETE,THETE,0.006322416137499953,-0.0012371624974163442,47.3,0.6,78.5
6090,a,hyphae,1,Y,High,N,THETE/NM,THETE,THETE,0.017052173391278735,0.003977768537451187,35.1,2.6,13.3
6002,b,mycorrhizas,1,Y,High,N,MIXED/SUIPU,MIXED,THETE,0.06406634231789377,-1.822839833354184e-5,32.4,2.2,14.7
6033,b,uncolonized_roots,1,Y,Low,N,MIXED/SUIPU,SUIPU,SUIPU,0.006311421339885381,-9.34250939317427e-4,41.9,0.9,47.9
6077,a,uncolonized_roots,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.004288336977384288,-6.49588744216334e-4,42.7,0.8,55.2
6030,a,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.017304998203153454,-3.5033024171648997e-4,38.5,1,37.2
6020,b,mycorrhizas,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.03720814712046905,0.0022991239380654727,36,1.3,28.7
6032,b,mycorrhizas,1,Y,Low,N,THETE/THETE,THETE,THETE,0.005574764331746751,-7.444759618465691e-4,43.9,1,42.1
6044,a,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.008356411644273587,-2.9176775461658977e-5,47.1,0.9,50.9
6041,a,mycorrhizas,1,N,High,N,THETE/SUIPU,SUIPU,SUIPU,0.021086223766257683,1.6059475414781366e-4,14.9,1.2,12.4
6033,a,hyphae,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.004310327469668529,1.9343975319130458e-4,19.1,1,18.7
6099,a,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.02097630849866916,-1.0929481584875944e-5,41.2,2,20.4
6051,b,mycorrhizas,1,N,High,N,THETE/NM,THETE,THETE,0.02173471887207934,0.00168603963412145,31.1,2.1,14.7
6001,a,mycorrhizas,1,Y,Low,N,SUIPU/NM,SUIPU,SUIPU,0.013556463073283842,0.0011276884351851257,37.9,1.6,23.1
6021,b,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.004057436218082744,-2.992375063211039e-4,38.9,0.7,54.3
6039,b,uncolonized_roots,1,Y,Low,N,THETE/NM,NM,NM,0.0038375297308359535,-1.861037787133646e-4,56.5,0.8,74.7
6070,a,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.029406100319721462,-2.6274272740728355e-4,50.7,2.1,24.1
6034,b,mycorrhizas,1,N,High,N,MIXED/THETE,MIXED,SUIPU,0.0015174567178264375,0.0017663249127961578,21.5,0.8,25.4
6043,b,mycorrhizas,1,Y,High,N,SUIPU/SUIPU,SUIPU,SUIPU,0.06071673002756617,-2.0800060916620344e-4,28.1,1.9,14.6
6024,b,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.022097432765042058,7.31780560786488e-6,48.6,1.7,27.8
6011,a,mycorrhizas,1,N,Low,N,THETE/SUIPU,THETE,THETE,0.012973820662606883,-3.831755992851349e-4,36.7,0.8,43.3
6052,a,uncolonized_roots,1,Y,High,N,MIXED/THETE,THETE,THETE,0.011599636847000827,-0.0010729331108141893,46.6,1.3,36.6
6040,a,uncolonized_roots,1,N,High,N,THETE/NM,THETE,THETE,0.008235473709920615,-3.5397972482137385e-4,42,1.3,31.4
6061,b,uncolonized_roots,1,N,Low,N,THETE/NM,THETE,THETE,0.006498332566918119,-7.225788955825818e-4,39.9,0.5,85.2
6044,b,uncolonized_roots,1,Y,Low,N,THETE/THETE,THETE,THETE,0.00875220645266328,-1.2771227789387662e-4,47,0.7,66
6045,a,uncolonized_roots,1,N,Low,N,THETE/THETE,THETE,THETE,0.0050470033110803225,-5.474027119702352e-4,44.2,0.6,77.4
6026,b,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.01971226536119053,-7.736720651709827e-4,46.2,1.5,31.3
6011,a,uncolonized_roots,1,N,Low,N,THETE/SUIPU,THETE,THETE,0.008279451174811436,-4.999592682504717e-4,45,0.6,69.9
6067,b,mycorrhizas,1,Y,Low,N,MIXED/THETE,MIXED,SUIPU,0.00696011021710885,-1.605574886830441e-4,31.8,0.8,37.8
6008,b,mycorrhizas,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.004563217428184441,1.5329586253060024e-4,38.3,1.1,34.7
6053,a,mycorrhizas,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.0031887998967550235,-2.8463959154723106e-4,43.6,0.6,67.5
6029,a,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.0042553512206249255,-0.0017152555717276918,54.5,1.5,35.6
6071,a,uncolonized_roots,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.004475255850144633,-1.0929481584875944e-5,46.3,0.6,82.3
6057,b,mycorrhizas,1,N,Low,N,THETE/NM,THETE,THETE,0.006597285283492793,4.016290571162706e-5,49.9,1,50.8
6032,b,uncolonized_roots,1,Y,Low,N,THETE/THETE,THETE,THETE,0.007850669224038764,-8.57610957542998e-4,50.4,0.6,87.6
6072,a,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.006828174185578906,8.395633882973819e-5,43.2,1.3,33.9
6025,a,uncolonized_roots,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.03831791573269672,0.0024742894961665707,42.8,1.1,39.7
6055,a,hyphae,1,Y,High,N,THETE/THETE,THETE,THETE,0.001605423556345853,-3.1748490580379984e-4,30.4,2.4,12.9
6078,a,uncolonized_roots,1,Y,Low,N,THETE/SUIPU,THETE,THETE,0.00793862479905938,-0.0018320423635135863,45.8,0.6,81.5
6007,b,uncolonized_roots,1,N,Low,N,SUIPU/NM,SUIPU,SUIPU,0.004728144965359338,-0.0015948194794525028,47.4,0.5,100.2
6077,b,uncolonized_roots,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.010104481482540173,-8.904566495800958e-4,46.8,0.9,53.7
6032,a,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.003936487771094566,-4.92660280919266e-4,45.5,0.8,55.8
6094,a,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.018349260904860998,-0.0014342384760079874,44.8,2,22.7
6041,a,uncolonized_roots,1,N,High,N,THETE/SUIPU,SUIPU,SUIPU,0.010445292932755423,-8.39363360213452e-4,47.6,1.3,36.2
6048,b,uncolonized_roots,1,Y,High,N,THETE/NM,THETE,THETE,0.010016529759296011,-1.4231014668225628e-4,41.5,1.5,27.4
6021,a,hyphae,1,Y,Low,N,THETE/THETE,THETE,THETE,0.003089840360507967,-3.5762920819359945e-4,24.2,0.7,34.9
6023,b,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.0525339357059178,0.0018356620947948543,49.5,2.7,18.5
6053,b,uncolonized_roots,1,N,Low,N,THETE/SUIPU,SUIPU,SUIPU,0.007641774106450949,-4.963097744511424e-4,45.6,0.7,65.3
6093,a,mycorrhizas,1,N,High,N,THETE/THETE,THETE,THETE,0.027504851665630214,2.226352897165551e-4,29.8,1.6,18.4
6024,b,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.03097759748923634,0.005280503730484332,46.3,2.8,16.7
6097,b,uncolonized_roots,1,N,High,N,THETE/THETE,THETE,THETE,0.013105740300138446,-7.116303660598677e-4,45.9,1.1,41.4
6092,a,uncolonized_roots,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.005904612109858043,-3.5762920819359945e-4,46,0.6,76.2
6018,b,mycorrhizas,1,Y,High,Y,THETE,THETE,THETE,0.00967571535435674,6.423192364122254e-4,38.3,2,19.3
6024,b,hyphae,1,Y,High,N,THETE/THETE,THETE,THETE,0.12167707452960985,0.015788718203993857,20.8,2,10.6
6075,a,uncolonized_roots,1,Y,Low,N,THETE/THETE,THETE,THETE,0.005453819595256926,1.5329586253060024e-4,49,0.6,80.3
6067,b,mycorrhizas,1,Y,Low,N,MIXED/THETE,MIXED,THETE,0.004431275002460433,3.6683487040778395e-6,46.2,0.9,49.4
6001,b,uncolonized_roots,1,N,Low,N,SUIPU/NM,NM,NM,0.004805110961160208,-7.809710936755865e-4,48.2,0.8,58.5
6039,a,mycorrhizas,1,N,Low,N,THETE/NM,THETE,THETE,0.0032547728109193486,-4.707633253426269e-4,37.4,0.7,51.7
6093,b,hyphae,1,Y,High,N,THETE/THETE,THETE,THETE,0.039526546279702535,0.013347945212868972,25.1,1.3,19
6028,a,mycorrhizas,1,N,High,N,MIXED/THETE,MIXED,THETE,0.023405378951008915,-8.02692338748856e-5,31.7,1.7,18.6
6025,a,mycorrhizas,1,Y,High,N,THETE/SUIPU,THETE,THETE,0.018668031441723798,0.003809906623017445,33.3,1.4,24.1
6065,b,uncolonized_roots,1,Y,High,N,THETE/THETE,THETE,THETE,0.027109206918453532,-0.0010254891665923416,47.3,1.8,26.9
6073,a,mycorrhizas,0,N,High,N,THETE/THETE,THETE,THETE,3.188929550022035e-4,0.0031931916894237244,37,3.2,11.7
6073,b,uncolonized_roots,0,N,High,N,THETE/THETE,THETE,THETE,-5.27816383617763e-4,-0.00134664905593751,45.6,1.3,36.1
6073,b,hyphae,0,N,High,N,THETE/THETE,THETE,THETE,3.2988908483622126e-4,0.0018794539494894624,4.7,0.3,14.5
6091,b,uncolonized_roots,0,N,High,N,THETE/NM,NM,NM,1.7594304469237265e-4,-0.0015327767576697737,37,1.4,27.1
6091,a,mycorrhizas,0,N,High,N,THETE/NM,THETE,THETE,2.8590455083121746e-4,0.0011130909342729756,30.4,1.7,17.5
6033,b,hyphae,1,Y,Low,N,MIXED/SUIPU,SUIPU,SUIPU,0.018448189912061874,0.0047805785672452306,23.1,1.1,21.7
6027,a,uncolonized_roots,1,Y,High,Y,THETE,THETE,THETE,0.012215275917769608,5.729803933919309e-4,47.2,1.8,25.6
6043,b,uncolonized_roots,1,Y,High,N,SUIPU/SUIPU,SUIPU,SUIPU,0.012611039844925731,-7.371769386890215e-4,45.6,1,46.3
6087,b,mycorrhizas,1,Y,High,N,THETE/THETE,THETE,THETE,0.0020892383716284435,-2.2989744924395428e-4,38.5,2,18.8
6088,b,mycorrhizas,1,N,Low,N,THETE/THETE,THETE,THETE,0.005398844617262588,-7.043313477148594e-4,46.8,0.9,52.5
6049,b,uncolonized_roots,1,N,High,N,THETE/NM,NM,NM,0.013699374314350976,-0.001321102170759536,45.8,1.6,27.9
6036,a,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.013061767126727464,-1.4231014668225628e-4,38.4,1,37.7
6063,a,mycorrhizas,1,Y,High,N,SUIPU/NM,SUIPU,SUIPU,0.0728840722502695,6.569168752761922e-4,34.7,1.7,19.9
6025,b,mycorrhizas,1,N,High,N,THETE/SUIPU,SUIPU,SUIPU,0.03180178932473887,4.270035662953253e-4,31.4,1.6,19.4
6096,b,mycorrhizas,1,N,Low,N,THETE/NM,THETE,THETE,0.006069535173978791,-2.9176775461658977e-5,49.2,1,51
6012,b,mycorrhizas,1,N,High,N,THETE/SUIPU,SUIPU,SUIPU,0.015853986052507762,4.5619896593568354e-4,16.8,1,17.4
6036,b,mycorrhizas,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.004387294115665963,5.1111267600434385e-5,45.3,1.3,35.5
6049,a,uncolonized_roots,1,Y,High,N,THETE/NM,THETE,THETE,0.02185562379867756,2.9214541416577866e-5,44.5,1.7,25.9
6063,a,uncolonized_roots,1,Y,High,N,SUIPU/NM,SUIPU,SUIPU,0.006982099521478657,-0.001076582646856672,43.3,1.1,39.8
6019,a,mycorrhizas,1,Y,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.0314281573949684,0.014271001976754571,23,1.3,17.1
6011,b,mycorrhizas,1,Y,Low,N,THETE/SUIPU,SUIPU,SUIPU,0.02042672849601357,2.919746203876028e-4,25.6,0.7,35.9
6019,b,mycorrhizas,1,N,Low,N,SUIPU/SUIPU,SUIPU,SUIPU,0.023801053334227884,9.125524060649148e-5,32.8,1.1,29.5
