uniqueID,Plant,Side,dead_tissue.x,other.x,roots.x,Sp_myco_mass,Tt_myco_mass,<NA>.x,mycorrhizas.x,other.y,roots.y,Sp_dead_mass,Tt_dead_mass,<NA>.y,dead_tissue.y,mycorrhizas.y,uncolonized_root_mass,Sp_other_mass,Tt_other_mass,<NA>,percent_Tt_mycos,percent_Sp_mycos,percent_Tt_dead,percent_Sp_dead,N_level,Batch,compartment_fungus_attempted,compartment_fungus,competitors_attempted,competitors,enriched,total_root_biomass_compartment
6063B,6063,B,NA,NA,0.0335,NA,NA,0,0,NA,0.0335,NA,NA,NA,NA,0,0.0335,NA,NA,NA,0,0,0,0,High,FC02,Sp,None,Sp/Sp,Sp/None,1,0.4915
6064A,6064,A,0.0124,NA,0.04229,0.00185,NA,NA,0.00185,NA,0.04229,0.0124,NA,NA,0.0124,0.00185,0.04229,NA,NA,NA,0,3.27201980898479,0,21.93137601697913,High,FC05,Sp,Sp,Sp/Sp,Tt/Sp,1,0.2125
6064B,6064,B,NA,NA,0.032189999999999996,NA,0.00667,NA,0.00667,NA,0.032189999999999996,NA,NA,NA,NA,0.00667,0.032189999999999996,NA,NA,NA,17.16417910447761,0,0,0,High,FC05,Sp,Tt,Sp/Sp,Tt/Sp,1,0.60066
6065A,6065,A,NA,NA,0.03701,NA,0.04468,NA,0.04468,NA,0.03701,NA,NA,NA,NA,0.04468,0.03701,NA,NA,NA,54.694577059615625,0,0,0,High,FC12,None,Tt,None/None,Tt/Tt,1,1.10495
6065B,6065,B,NA,NA,0.12567,NA,0.01168,NA,0.01168,NA,0.12567,NA,NA,NA,NA,0.01168,0.12567,NA,NA,NA,8.503822351656352,0,0,0,High,FC12,None,Tt,None/None,Tt/Tt,1,0.60887
6066A,6066,A,NA,NA,0.0557,NA,0.03796,NA,0.03796,NA,0.0557,NA,NA,NA,NA,0.03796,0.0557,NA,NA,NA,40.52957505872305,0,0,0,High,FC12,Tt,Tt,Tt/Sp,Tt/Tt,1,0.71151
6066B,6066,B,NA,NA,0.03839,NA,0.00971,NA,0.00971,NA,0.03839,NA,NA,NA,NA,0.00971,0.03839,NA,NA,NA,20.187110187110186,0,0,0,High,FC12,Sp,Tt,Tt/Sp,Tt/Tt,1,0.61816
6067A,6067,A,NA,NA,0.0349,NA,0.01886,NA,0.01886,NA,0.0349,NA,NA,NA,NA,0.01886,0.0349,NA,NA,NA,35.081845238095234,0,0,0,Low,FC03,Tt,Tt,Tt/Sp,MIXED/THETE,1,0.39653999999999995
6067B,6067,B,0.00488,NA,0.01476,0.00213,0.02345,NA,0.00213,NA,0.01476,0.00488,NA,NA,0.00488,0.00213,0.01476,NA,NA,NA,0,30.385164051355208,0,69.6148359486448,Low,FC03,Sp,Mixed,Tt/Sp,MIXED/THETE,1,0.18661
6068A,6068,A,NA,NA,0.03422,NA,NA,0,0,NA,0.03422,NA,NA,NA,NA,0,0.03422,NA,NA,NA,0,0,0,0,High,FC05,None,None,None/None,Tt/None,1,0.52616
6068B,6068,B,0.0053,NA,0.036449999999999996,NA,0.01874,NA,0.01874,NA,0.036449999999999996,NA,0.0053,NA,0.0053,0.01874,0.036449999999999996,NA,NA,NA,30.98032732683088,0,8.761778806414284,0,High,FC05,None,Tt,None/None,Tt/None,1,0.32469
6069A,6069,A,NA,NA,0.02879,NA,0.00352,NA,0.00352,NA,0.02879,NA,NA,NA,NA,0.00352,0.02879,NA,NA,NA,10.89445991952956,0,0,0,Low,FC11,Tt,Tt,Tt/None,Tt/None,1,0.3592
6069B,6069,B,NA,NA,0.07164,NA,NA,0,0,NA,0.07164,NA,NA,NA,NA,0,0.07164,NA,NA,NA,0,0,0,0,Low,FC11,None,None,Tt/None,Tt/None,1,0.23498999999999998
6070A,6070,A,NA,NA,0.0298,NA,0.0118,NA,0.0118,NA,0.0298,NA,NA,NA,NA,0.0118,0.0298,NA,NA,NA,28.365384615384613,0,0,0,High,FC14,Sp,Tt,Sp/None,Tt/Tt,1,0.9008999999999999
6070B,6070,B,NA,NA,0.0556,NA,0.0191,NA,0.0191,NA,0.0556,NA,NA,NA,NA,0.0191,0.0556,NA,NA,NA,25.568942436412318,0,0,0,High,FC14,None,Tt,Sp/None,Tt/Tt,1,1.105
6071A,6071,A,NA,NA,0.01718,NA,0.02043,NA,0.02043,NA,0.01718,NA,NA,NA,NA,0.02043,0.01718,NA,NA,NA,54.32065939909598,0,0,0,Low,FC11,Tt,Tt,Tt/Sp,Tt/Sp,1,0.33214
6071B,6071,B,NA,NA,0.03737,0.0024,NA,NA,0.0024,NA,0.03737,NA,NA,NA,NA,0.0024,0.03737,NA,NA,NA,0,6.034699522252954,0,0,Low,FC11,Sp,Sp,Tt/Sp,Tt/Sp,1,0.39552000000000004
6072A,6072,A,NA,NA,0.0122,NA,0.0174,NA,0.0174,NA,0.0122,NA,NA,NA,NA,0.0174,0.0122,NA,NA,NA,58.783783783783775,0,0,0,Low,FC10,Tt,Tt,Tt/Tt,Tt/Tt,1,0.09910000000000001
6072B,6072,B,NA,NA,0.07153,NA,0.0209,NA,0.0209,NA,0.07153,NA,NA,NA,NA,0.0209,0.07153,NA,NA,NA,22.61170615600995,0,0,0,Low,FC10,Tt,Tt,Tt/Tt,Tt/Tt,1,0.59633
6073A,6073,A,NA,NA,0.00646,NA,0.032,NA,0.032,NA,0.00646,NA,NA,NA,NA,0.032,0.00646,NA,NA,NA,83.20332813312532,0,0,0,High,B01,Tt,Tt,Tt/None,Tt/Tt,0,0.05291
6073B,6073,B,NA,NA,0.17317000000000002,NA,0.01424,NA,0.01424,NA,0.17317000000000002,NA,NA,NA,NA,0.01424,0.17317000000000002,NA,NA,NA,7.598313857318178,0,0,0,High,B01,None,Tt,Tt/None,Tt/Tt,0,0.66973
6074A,6074,A,NA,NA,0.02876,NA,NA,0,0,NA,0.02876,NA,NA,NA,NA,0,0.02876,NA,NA,NA,0,0,0,0,Low,FC08,None,None,None/None,None/None,1,0.45231
6074B,6074,B,NA,NA,0.01858,NA,NA,0,0,NA,0.01858,NA,NA,NA,NA,0,0.01858,NA,NA,NA,0,0,0,0,Low,FC08,None,None,None/None,None/None,1,0.25514
6075A,6075,A,NA,NA,0.017300000000000003,NA,0.0065,NA,0.0065,NA,0.017300000000000003,NA,NA,NA,NA,0.0065,0.017300000000000003,NA,NA,NA,27.310924369747898,0,0,0,Low,FC10,Tt,Tt,Tt/Tt,Tt/Tt,1,0.4779
6075B,6075,B,NA,NA,0.0149,NA,0.00294,NA,0.00294,NA,0.0149,NA,NA,NA,NA,0.00294,0.0149,NA,NA,NA,16.479820627802688,0,0,0,Low,FC10,Tt,Tt,Tt/Tt,Tt/Tt,1,0.26822
6076A,6076,A,NA,NA,0.0327,NA,NA,0,0,NA,0.0327,NA,NA,NA,NA,0,0.0327,NA,NA,NA,0,0,0,0,Low,FC10,Sp,None,Sp/None,Tt/None,1,0.0681
6076B,6076,B,NA,NA,0.0406,NA,0,NA,0,NA,0.0406,NA,NA,NA,NA,0,0.0406,NA,NA,NA,0,0,0,0,Low,FC10,None,Tt,Sp/None,Tt/None,1,0.4717
6077A,6077,A,6.5e-4,NA,0.043739999999999994,0.00876,NA,NA,0,NA,0.043739999999999994,6.5e-4,NA,NA,6.5e-4,0.00876,0.043739999999999994,NA,NA,NA,0,100,0,0,Low,FC03,Sp,Sp,Sp/Sp,Sp/Sp,1,0.5914900000000001
6077B,6077,B,0.00817,NA,0.025800000000000003,0,NA,NA,0,NA,0.025800000000000003,0.00817,NA,NA,0.00817,0,0.025800000000000003,NA,NA,NA,0,0,0,100,Low,FC03,Sp,Sp,Sp/Sp,Sp/Sp,1,0.21444000000000002
6078A,6078,A,NA,NA,0.021589999999999998,NA,0.01268,NA,0.01268,NA,0.021589999999999998,NA,NA,NA,NA,0.01268,0.021589999999999998,NA,NA,NA,37.000291800408526,0,0,0,Low,FC04,Tt,Tt,Tt/Sp,Tt/Sp,1,0.08916
6078B,6078,B,0.00644,NA,0.03691,0.00375,NA,NA,0.00375,NA,0.03691,0.00644,NA,NA,0.00644,0.00375,0.03691,NA,NA,NA,0,7.961783439490445,0,13.67303609341826,Low,FC04,Sp,Sp,Tt/Sp,Tt/Sp,1,0.31198000000000004
6079A,6079,A,0.0114,NA,0.07999999999999999,0.0062,NA,NA,0.0062,NA,0.07999999999999999,0.0114,NA,NA,0.0114,0.0062,0.07999999999999999,NA,NA,NA,0,6.352459016393443,0,11.68032786885246,Low,FC06,Sp,Sp,Sp/None,Sp/None,1,0.2833
6079B,6079,B,NA,NA,0.0288,NA,NA,0,0,NA,0.0288,NA,NA,NA,NA,0,0.0288,NA,NA,NA,0,0,0,0,Low,FC06,None,None,Sp/None,Sp/None,1,0.158
6080A,6080,A,NA,NA,0.034100000000000005,NA,0.01527,NA,0.01527,NA,0.034100000000000005,NA,NA,NA,NA,0.01527,0.034100000000000005,NA,NA,NA,30.929714401458376,0,0,0,Low,FC06,Tt,Tt,Tt/Tt,Tt/Tt,1,0.36227000000000004
6080B,6080,B,NA,NA,0.0287,NA,0.0087,NA,0.0087,NA,0.0287,NA,NA,NA,NA,0.0087,0.0287,NA,NA,NA,23.262032085561493,0,0,0,Low,FC06,Tt,Tt,Tt/Tt,Tt/Tt,1,0.4017
6082A,6082,A,NA,NA,0.0057,NA,NA,0,0,NA,0.0057,NA,NA,NA,NA,0,0.0057,NA,NA,NA,0,0,0,0,High,FC02,None,Failed,None/None,FAILED,1,0.0057
6082B,6082,B,0.001,NA,0.0258,NA,NA,0.0113,0.0113,NA,0.0258,NA,NA,0.001,0.001,0.0113,0.0258,NA,NA,NA,0,0,0,0,High,FC02,None,Failed,None/None,FAILED,1,1.0059
6084A,6084,A,0.0184,NA,0.027290000000000002,0.0179,NA,NA,0.0179,NA,0.027290000000000002,0.0184,NA,NA,0.0184,0.0179,0.027290000000000002,NA,NA,NA,0,28.149080044032075,0,28.93536719610001,Low,FC04,Sp,Sp,Sp/Sp,Sp/Sp,1,0.72417
6084B,6084,B,0.00753,NA,0.02579,0.0041,NA,NA,0.0041,NA,0.02579,0.00753,NA,NA,0.00753,0.0041,0.02579,NA,NA,NA,0,10.956707642971674,0,20.122928915018708,Low,FC04,Sp,Sp,Sp/Sp,Sp/Sp,1,0.77091
6085A,6085,A,NA,NA,0.0353,NA,0.0342,NA,0.0342,NA,0.0353,NA,NA,NA,NA,0.0342,0.0353,NA,NA,NA,49.20863309352518,0,0,0,Low,FC06,Tt,Tt,Tt/Sp,Tt/Sp,1,0.1631
6085B,6085,B,0.0033,NA,0.02194,0.0015,NA,NA,0.0015,NA,0.02194,0.0033,NA,NA,0.0033,0.0015,0.02194,NA,NA,NA,0,5.609573672400897,0,12.341062079281972,Low,FC06,Sp,Sp,Tt/Sp,Tt/Sp,1,0.36584
6087A,6087,A,0.0099,NA,0.0771,NA,0.0216,NA,0.0216,NA,0.0771,NA,0.0099,NA,0.0099,0.0216,0.0771,NA,NA,NA,19.88950276243094,0,9.116022099447513,0,High,FC09,Tt,Tt,Tt/Tt,Tt/Tt,1,0.5992
6087B,6087,B,0.0075,NA,0.0538,NA,0.0235,NA,0.0235,NA,0.0538,NA,0.0075,NA,0.0075,0.0235,0.0538,NA,NA,NA,27.712264150943394,0,8.844339622641508,0,High,FC09,Tt,Tt,Tt/Tt,Tt/Tt,1,0.7513
6088A,6088,A,NA,NA,0.01399,NA,0.01057,NA,0.01057,NA,0.01399,NA,NA,NA,NA,0.01057,0.01399,NA,NA,NA,43.037459283387626,0,0,0,Low,FC01,None,Tt,None/None,Tt/Tt,1,0.44670000000000004
6088B,6088,B,NA,NA,0.02207,NA,0.00704,NA,0.00704,NA,0.02207,NA,NA,NA,NA,0.00704,0.02207,NA,NA,NA,24.184129165235316,0,0,0,Low,FC01,None,Tt,None/None,Tt/Tt,1,0.36903
6090A,6090,A,NA,NA,0.04592,NA,0.03334,NA,0.03334,NA,0.04592,NA,NA,NA,NA,0.03334,0.04592,NA,NA,NA,42.064092858945244,0,0,0,High,FC12,Tt,Tt,Tt/None,Tt/None,1,0.87332
6090B,6090,B,NA,NA,0.04947,NA,NA,0,0,NA,0.04947,NA,NA,NA,NA,0,0.04947,NA,NA,NA,0,0,0,0,High,FC12,None,None,Tt/None,Tt/None,1,0.78506
6091A,6091,A,NA,NA,0.04258,NA,0.07396,NA,0.07396,NA,0.04258,NA,NA,NA,NA,0.07396,0.04258,NA,NA,NA,63.46318860477089,0,0,0,High,B03,Sp,Tt,Sp/None,Tt/None,0,0.51215
6091B,6091,B,NA,NA,0.03595,NA,NA,0,0,NA,0.03595,NA,NA,NA,NA,0,0.03595,NA,NA,NA,0,0,0,0,High,B03,None,None,Sp/None,Tt/None,0,0.65378
6092A,6092,A,0.00245,NA,0.0254,9.9e-4,NA,NA,0,NA,0.0254,0.00245,NA,NA,0.00245,9.9e-4,0.0254,NA,NA,NA,0,100,0,0,Low,FC08,Sp,Sp,Sp/Sp,Sp/Sp,1,0.3199
6092B,6092,B,NA,NA,0.07474,0.0028,NA,NA,0.0028,NA,0.07474,NA,NA,NA,NA,0.0028,0.07474,NA,NA,NA,0,3.6110394635027085,0,0,Low,FC08,Sp,Sp,Sp/Sp,Sp/Sp,1,0.27527999999999997
6093A,6093,A,NA,NA,0.1644,NA,0.06445,NA,0.06445,NA,0.1644,NA,NA,NA,NA,0.06445,0.1644,NA,NA,NA,28.162551889884202,0,0,0,High,FC15,Tt,Tt,Tt/None,Tt/Tt,1,1.23515
6093B,6093,B,NA,NA,0.05412,NA,0.05466,NA,0.05466,NA,0.05412,NA,NA,NA,NA,0.05466,0.05412,NA,NA,NA,50.24820739106454,0,0,0,High,FC15,None,Tt,Tt/None,Tt/Tt,1,0.83418
6094A,6094,A,NA,NA,0.05662,NA,0.02518,NA,0.02518,NA,0.05662,NA,NA,NA,NA,0.02518,0.05662,NA,NA,NA,30.782396088019564,0,0,0,High,FC12,Sp,Tt,Sp/None,Tt/Tt,1,1.0359
6094B,6094,B,NA,NA,0.04045,NA,0.03333,NA,0.03333,NA,0.04045,NA,NA,NA,NA,0.03333,0.04045,NA,NA,NA,45.174844131200864,0,0,0,High,FC12,None,Tt,Sp/None,Tt/Tt,1,1.17003
6096A,6096,A,NA,NA,0.02476,NA,NA,0,0,NA,0.02476,NA,NA,NA,NA,0,0.02476,NA,NA,NA,0,0,0,0,Low,FC04,None,None,None/None,Tt/None,1,0.14731
6096B,6096,B,NA,NA,0.01954,NA,0,NA,0,NA,0.01954,NA,NA,NA,NA,0,0.01954,NA,NA,NA,0,0,0,0,Low,FC04,None,Tt,None/None,Tt/None,1,0.26643
6097A,6097,A,8.1e-4,NA,0.03915,NA,0.02779,NA,0.02779,NA,0.03915,NA,8.1e-4,NA,8.1e-4,0.02779,0.03915,NA,NA,NA,41.018450184501845,0,1.195571955719557,0,High,FC05,Tt,Tt,Tt/Sp,Tt/Tt,1,0.8408599999999999
6097B,6097,B,NA,NA,0.09813,NA,0.02726,NA,0.02726,NA,0.09813,NA,NA,NA,NA,0.02726,0.09813,NA,NA,NA,21.740170667517344,0,0,0,High,FC05,Sp,Tt,Tt/Sp,Tt/Tt,1,0.12539
6098A,6098,A,2e-4,NA,0.044,0.0014,0,NA,0,NA,0.044,2e-4,NA,NA,2e-4,0.0014,0.044,NA,NA,NA,0,100,0,0,High,FC09,Sp,Mixed,Sp/None,MIXED/THETE,1,0.4128
6098B,6098,B,NA,0.0022,0.042800000000000005,NA,0,NA,0,0.0022,0.042800000000000005,NA,NA,NA,NA,0,0.042800000000000005,NA,0.0022,NA,0,0,0,0,High,FC09,None,Tt,Sp/None,MIXED/THETE,1,0.43429999999999996
6099A,6099,A,NA,NA,0.09562000000000001,NA,0.02702,NA,0.02702,NA,0.09562000000000001,NA,NA,NA,NA,0.02702,0.09562000000000001,NA,NA,NA,22.03196347031963,0,0,0,High,FC16,None,Tt,None/None,Tt/Tt,1,0.82755
6099B,6099,B,NA,NA,0.04307999999999999,NA,0.0144,NA,0.0144,NA,0.04307999999999999,NA,NA,NA,NA,0.0144,0.04307999999999999,NA,NA,NA,25.05219206680585,0,0,0,High,FC16,None,Tt,None/None,Tt/Tt,1,1.0884
6100A,6100,A,NA,NA,0.02585,NA,0.01449,NA,0.01449,NA,0.02585,NA,NA,NA,NA,0.01449,0.02585,NA,NA,NA,35.91968269707486,0,0,0,Low,FC01,Tt,Tt,Tt/None,Tt/Tt,1,0.21789000000000003
6100B,6100,B,NA,NA,0.06899,NA,0.01496,NA,0.01496,NA,0.06899,NA,NA,NA,NA,0.01496,0.06899,NA,NA,NA,17.820131030375222,0,0,0,Low,FC01,None,Tt,Tt/None,Tt/Tt,1,0.48196999999999995
6101A,6101,A,NA,NA,0.01138,NA,0.00604,NA,0.00604,NA,0.01138,NA,NA,NA,NA,0.00604,0.01138,NA,NA,NA,34.672789896670494,0,0,0,Low,FC08,None,Tt,None/None,Tt/None,1,0.33382
6101B,6101,B,NA,NA,0.02948,NA,NA,0,0,NA,0.02948,NA,NA,NA,NA,0,0.02948,NA,NA,NA,0,0,0,0,Low,FC08,None,None,None/None,Tt/None,1,0.42341
6102A,6102,A,NA,NA,0.0408,NA,0.00954,NA,0.00954,NA,0.0408,NA,NA,NA,NA,0.00954,0.0408,NA,NA,NA,18.951132300357568,0,0,0,High,FC16,None,Tt,None/None,Tt/Tt,1,0.46873
6102B,6102,B,NA,NA,0.05097,NA,0.06504,NA,0.06504,NA,0.05097,NA,NA,NA,NA,0.06504,0.05097,NA,NA,NA,56.06413240237911,0,0,0,High,FC16,None,Tt,None/None,Tt/Tt,1,1.81557
6103A,6103,A,NA,NA,0.04136,NA,0.01654,NA,0.01654,NA,0.04136,NA,NA,NA,NA,0.01654,0.04136,NA,NA,NA,28.56649395509499,0,0,0,High,FC16,Tt,Tt,Tt/Tt,Tt/Tt,1,0.54943
6103B,6103,B,NA,NA,0.030440000000000002,NA,0.00451,NA,0.00451,NA,0.030440000000000002,NA,NA,NA,NA,0.00451,0.030440000000000002,NA,NA,NA,12.90414878397711,0,0,0,High,FC16,Tt,Tt,Tt/Tt,Tt/Tt,1,0.9864499999999999
6104A,6104,A,NA,NA,0.03904,NA,0.0055,NA,0.0055,NA,0.03904,NA,NA,NA,NA,0.0055,0.03904,NA,NA,NA,12.348450830713965,0,0,0,Low,FC03,Sp,Tt,Sp/None,Tt/Tt,1,0.67165
6104B,6104,B,4.5e-4,NA,0.01886,NA,0.01681,NA,0.01681,NA,0.01886,NA,4.5e-4,NA,4.5e-4,0.01681,0.01886,NA,NA,NA,46.53931339977852,0,1.2458471760797345,0,Low,FC03,None,Tt,Sp/None,Tt/Tt,1,0.27554
6106A,6106,A,NA,NA,0.06049,NA,0.01337,NA,0.01337,NA,0.06049,NA,NA,NA,NA,0.01337,0.06049,NA,NA,NA,18.10181424316274,0,0,0,High,B04,NA,Tt,Tt/Sp,Tt/Sp,0,0.49
6106B,6106,B,0,NA,0.02799,0,NA,NA,0,NA,0.02799,0,NA,NA,0,0,0.02799,NA,NA,NA,0,0,0,0,High,B04,NA,Sp,Tt/Sp,Tt/Sp,0,0.71702
6107A,6107,A,NA,NA,0.01649,NA,0.01315,NA,0.01315,NA,0.01649,NA,NA,NA,NA,0.01315,0.01649,NA,NA,NA,44.365721997300945,0,0,0,None,B05,NA,Tt,Tt/Sp,Tt/Sp,0,0.24776
6107B,6107,B,NA,NA,0.04099,0.00143,NA,NA,0.00143,NA,0.04099,NA,NA,NA,NA,0.00143,0.04099,NA,NA,NA,0,3.371051390853371,0,0,None,B05,NA,Sp,Tt/Sp,Tt/Sp,0,0.50071
