Plant,Side,mycofungus,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,hyphae.pctC,mycorrhizas.pctC,uncolonized_roots.pctC,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,hyphae.pctN,mycorrhizas.pctN,uncolonized_roots.pctN,enriched,received15N,N_level,Failed_split,Fungi,compartment_fungus,dead_tissue,mycorrhizas,other,roots,percent_col,Batch,Fungus_attempted,competitors,attempted,Plantside,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13,mycologN15,nmlogN15,competition_treatment,hyphae.ppm13Cexcess
6055,a,Tt,0.001605423556345853,0.0054758095693441255,0.009290922074382202,30.4,44.8,47,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,2.4,2.5,2.3,1,Y,High,N,Tt/Tt,Tt,0.00445,0.01212,NA,0.0451,21.1814051031108,FC09,Tt,Tt/Tt,Tt/Tt,6055 A,0,54.758095693441255,92.90922074382202,-7.116303660598677,-13.90443746722314,4.002925224312302,4.5316228954027,2.501773597561361,1.68935498167627,Self,16.05423556345853
6055,b,Tt,0.0012205674827603374,0.008598286625784546,0.008664252324532384,14.6,39.3,51.3,9.634663032961899e-4,-1.7880483736792963e-4,-8.831576050337131e-4,0.9,3,2.1,1,N,High,N,Tt/Tt,Tt,3e-4,0.0192,NA,0.1076,15.141955835962145,FC09,Tt,Tt/Tt,Tt/Tt,6055 B,0,85.98286625784546,86.64252324532384,-1.7880483736792963,-8.83157605033713,4.454148046844726,4.461790725598805,2.8640491866998725,2.350312557917531,Self,12.205674827603374
6062,a,Sp,0.007641774106450949,0.0548845683090724,0.005068993466045946,22.4,40.4,48,0.002083815429048841,5.218885525661299e-4,-6.787847919293988e-4,0.9,2.1,0.7,1,N,Low,N,Sp/None,Sp,9e-4,0.00143,NA,0.040459999999999996,3.413702554308905,FC03,Sp,Sp/None,Sp/Sp,6062 A,0,548.845683090724,50.68993466045946,5.218885525661299,-6.787847919293988,6.307817314730659,3.925727363480852,3.200276287329745,2.5283313116965673,None,76.4177410645095
6065,a,Tt,0.005959586525670968,0.021646787830698067,0.0272850494191359,42.5,29.7,45.5,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,1.9,1.4,1.8,1,N,High,N,Tt/Tt,Tt,NA,0.04468,NA,0.03701,54.694577059615625,FC12,None,Tt/Tt,None/None,6065 A,0,216.46787830698065,272.85049419135896,0.10967262244421239,-10.619845042910136,5.377442168337822,5.608924004850534,2.966823217447076,2.1633895283027202,Self,59.59586525670968
6066,a,Tt,0.03315343419488004,0.03793334527160663,0.018360253026545426,24.9,38.1,42.8,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,3.3,2.7,1.6,1,N,High,N,Tt/Tt,Tt,NA,0.03796,NA,0.0557,40.52957505872305,FC12,Tt,Tt/Tt,Tt/Sp,6066 A,0,379.33345271606635,183.60253026545425,-2.3719639807545656,-11.459238824627626,5.9384156407353395,5.212773259493684,2.8301769538492882,2.0619373343315077,Self,331.5343419488004
6066,b,Tt,0.0250540013276197,0.046008696835931895,0.018711999630377507,12.8,46.6,41.6,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,2.9,1.3,1,Y,High,N,Tt/Tt,Tt,NA,0.00971,NA,0.03839,20.187110187110186,FC12,Sp,Tt/Tt,Tt/Sp,6066 B,0,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691,3.6726415870258315,2.576649225163042,Self,250.54001327619702
6068,b,Tt,0.001990276635336574,0.008125529876608306,0.0021222255730573014,17.3,40.1,45.6,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,2.1,2.7,1.9,1,Y,High,N,Tt/None,Tt,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,FC05,None,Tt/None,None/None,6068 B,0,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688,4.117956423754739,2.1758947762883807,None,19.90276635336574
6069,a,Tt,0.0027599738096735216,0.005816652917456588,0.006069535173978791,36.4,40.5,44.1,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1.6,0.9,0.6,1,Y,Low,N,Tt/None,Tt,NA,0.00352,NA,0.02879,10.89445991952956,FC11,Tt,Tt/None,Tt/None,6069 A,0,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016,3.2636599169626965,3.14838920102767,None,27.599738096735216
6071,a,Tt,0.003331741099555696,0.0032327818493091964,0.004475255850144633,23.1,42.2,46.3,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,0.8,0.9,0.6,1,Y,Low,N,Tt/Sp,Tt,NA,0.02043,NA,0.01718,54.32065939909598,FC11,Tt,Tt/Sp,Tt/Sp,6071 A,0,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216,2.539912060488963,2.9554897371200033,Other,33.31741099555696
6072,a,Tt,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,36.2,43.2,47.9,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,1.6,1.3,0.8,1,N,Low,N,Tt/Tt,Tt,NA,0.0174,NA,0.0122,58.783783783783775,FC10,Tt,Tt/Tt,Tt/Tt,6072 A,0,68.28174185578905,25.400615535444704,0.8395633882973819,-10.473863660031558,4.223642408083997,3.2347734074097856,3.003699799524054,2.1800286800770534,0,32.98754704806895
6075,b,Tt,0.012347197578724156,0.005607749208550672,0.008345417298825542,35.8,43.2,52.2,1.569453084729333e-4,-5.1073536936452335e-5,0.001003609541085304,1.5,0.9,0.8,1,N,Low,N,Tt/Tt,Tt,NA,0.00294,NA,0.0149,16.479820627802688,FC10,Tt,Tt/Tt,Tt/Tt,6075 B,0,56.07749208550672,83.45417298825541,-0.5107353693645234,10.03609541085304,4.026734521425117,4.424297654708467,2.9343720703830165,3.3795146356134715,Self,123.47197578724156
6085,a,Tt,0.0032327818493091964,0.004750135262095556,0.0042113701773915935,28.9,41.8,45.6,1.5329586253060024e-4,-3.6492817574007574e-4,-0.0013794950704167364,1.1,1,0.8,1,N,Low,N,Tt/Sp,Tt,NA,0.0342,NA,0.0353,49.20863309352518,FC06,Tt,Tt/Sp,Tt/Sp,6085 A,0,47.50135262095556,42.113701773915935,-3.6492817574007574,-13.794950704167363,3.8607581868657985,3.74037314555116,2.7518209240215756,1.709368842105825,Other,32.32781849309197
6090,a,Tt,0.017052173391278735,0.010445292932755423,0.033494086828425695,35.1,27.5,47,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,2.6,1.6,1.8,1,Y,High,N,Tt/None,Tt,NA,0.03334,NA,0.04592,42.064092858945244,FC12,Tt,Tt/None,Tt/None,6090 A,0,104.45292932755423,334.94086828425696,-7.444759618465691,-11.641715920852057,4.648736532870723,5.813954003660579,2.474491265550675,2.038451266631911,None,170.52173391278734
6093,b,Tt,0.039526546279702535,0.01876695981122012,0.017447898612021007,25.1,37,45.8,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,1.3,2,2.7,1,Y,High,N,Tt/Tt,Tt,NA,0.05466,NA,0.05412,50.24820739106454,FC15,None,Tt/Tt,Tt/None,6093 B,0,187.6695981122012,174.47898612021007,32.29683909854675,-2.7369115827413637,5.234682959840885,5.161804311011119,3.9438561656408204,2.8084089519072344,Self,395.26546279702535
6094,b,Tt,0.008037574633984246,0.013061767126727464,0.025812349163899073,19.5,26.6,45.7,-0.001178769764595744,-6.824342990967569e-4,-9.853443260043893e-4,1.7,1.4,1.9,1,N,High,N,Tt/Tt,Tt,NA,0.03333,NA,0.04045,45.174844131200864,FC12,None,Tt/Tt,Sp/None,6094 B,0,130.61767126727463,258.12349163899074,-6.824342990967569,-9.853443260043893,4.872274516014212,5.55343812016889,2.525415046675121,2.2478099941639327,Self,80.37574633984246
6097,a,Tt,0.005398844617262588,0.03361496300521116,0.03364792918395754,15.4,33.1,37.8,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,1,2.2,1.5,1,Y,High,N,Tt/Tt,Tt,8.1e-4,0.02779,NA,0.03915,41.514789363609204,FC05,Tt,Tt/Tt,Tt/Sp,6097 A,0,336.1496300521116,336.47929183957535,14.159882017047432,-1.8245430790692074,5.817556388370372,5.818536607338454,3.510957374975758,2.861965456423103,Self,53.988446172625885
6099,a,Tt,0.033636940460150866,0.02097630849866916,0.035461035166824084,20.4,41.2,38.9,0.0014378843183308065,-1.0929481584875944e-5,-8.795080831615065e-4,NA,2,1.5,1,N,High,N,Tt/Tt,Tt,NA,0.02702,NA,0.09562000000000001,22.03196347031963,FC16,None,Tt/Tt,None/None,6099 A,0,209.7630849866916,354.61035166824087,-0.10929481584875944,-8.795080831615065,5.345978727128309,5.871019585735844,2.9554897371200033,2.3537859494438176,Self,336.3694046015087
6099,b,Tt,0.02849394968384411,0.02185562379867756,0.02239419669859566,28.1,40.9,41.2,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,2,1.8,1.6,1,Y,High,N,Tt/Tt,Tt,NA,0.0144,NA,0.04307999999999999,25.05219206680585,FC16,None,Tt/Tt,None/None,6099 B,0,218.55623798677559,223.94196698595658,29.778870447290107,-4.63464342289277,5.387043363509063,5.411386942333516,3.893844657557122,2.686879693116197,Self,284.93949683844113
