Plant,Side,mycofungus,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,hyphae.pctC,mycorrhizas.pctC,uncolonized_roots.pctC,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,hyphae.pctN,mycorrhizas.pctN,uncolonized_roots.pctN,enriched,received15N,N_level,Failed_split,Fungi,compartment_fungus,dead_tissue,mycorrhizas,other,roots,percent_col,Batch,Fungus_attempted,attempted,Plantside,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13,mycologN15,nmlogN15,competition_treatment
6036,a,Sp,NA,0.013061767126727464,0.005904612109858043,NA,38.4,50.3,NA,-1.4231014668225628e-4,-0.0010181901022610629,NA,1,0.6,1,N,Low,N,Sp/Sp,SUIPU,0.0037,3e-4,NA,0.04554,0.6544502617801047,FC11,Sp,Sp/None,6036 A,0,130.61767126727463,59.04612109858043,-1.4231014668225628,-10.181901022610628,4.872274516014212,4.0783188520620905,2.8846511021200127,2.2124987326334637,0
6036,b,Sp,NA,0.004387294115665963,0.005233919316637747,NA,45.3,42.7,NA,5.1111267600434385e-5,-1.9340272112816637e-4,NA,1.3,0.6,1,Y,Low,N,Sp/Sp,SUIPU,1.6e-4,0,NA,0.04259,0,FC11,None,Sp/None,6036 B,0,43.87294115665963,52.33919316637747,0.5111126760043438,-1.9340272112816637,3.781297755480669,3.95774548174393,2.9872734136174905,2.855688085722947,0
6038,a,Tt,0.02097630849866916,0.06400045049432634,NA,40.3,44.9,NA,3.613138545441319e-4,-4.6711383368225334e-4,NA,2.2,2.4,NA,1,N,High,N,Tt/Tt,THETE,NA,0.0095,NA,0.18480000000000002,4.889346371590323,FC14,Tt,Tt/Tt,6038 A,0,640.0045049432634,NA,-4.671138336822533,NA,6.4614752153027935,NA,2.6843915491749786,NA,0
6038,b,Tt,NA,0.04125154051905788,0.01773369819095838,NA,42.9,48.1,NA,0.004200367160267726,-1.3866067908407942e-4,NA,2.1,1.8,1,Y,High,N,Tt/Tt,THETE,NA,0.0325,NA,0.036699999999999997,46.96531791907515,FC14,Tt,Tt/Tt,6038 B,0,412.5154051905788,177.3369819095838,42.00367160267726,-1.3866067908407942,6.022273550993949,5.178051775139983,4.116172836473764,2.8866881397139643,0
6039,a,Tt,NA,0.0032547728109193486,0.0035516498356618076,NA,37.4,46.5,NA,-4.707633253426269e-4,-5.765986997945394e-4,NA,0.7,0.5,1,N,Low,N,Tt/None,THETE,NA,0.01556,NA,0.03635,29.974956655750333,FC10,Tt,Tt/None,6039 A,0,32.547728109193486,35.51649835661807,-4.707633253426269,-5.765986997945394,3.4827075692660765,3.5699973309619955,2.6818971987451077,2.606713920832083,0
6039,b,None,NA,NA,0.0038375297308359535,NA,NA,56.5,NA,NA,-1.861037787133646e-4,NA,NA,0.8,1,Y,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,38.375297308359535,NA,-1.8610377871336459,NA,3.6474139533264585,NA,2.8598773749933937,0
6040,a,Tt,NA,0.014820663566123882,0.008235473709920615,NA,39.4,42,NA,5.729803933919309e-4,-3.5397972482137385e-4,NA,3.6,1.3,1,N,High,N,Tt/None,THETE,NA,0.2364,NA,0.031,88.40688107703815,FC09,Tt,Tt/None,6040 A,0,148.2066356612388,82.35473709920615,5.7298039339193085,-3.5397972482137385,4.998607486901712,4.411035978942569,3.22088291208263,2.758783009618631,0
6040,b,None,NA,NA,0.007542823479634642,NA,NA,44.3,NA,NA,-9.30601413702159e-4,NA,NA,1.5,1,Y,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75.42823479634642,NA,-9.30601413702159,NA,4.323181671713764,NA,2.3040250056335156,0
6041,a,Sp,NA,0.021086223766257683,0.010445292932755423,NA,14.9,47.6,NA,1.6059475414781366e-4,-8.39363360213452e-4,NA,1.2,1.3,1,N,High,N,Tt/Sp,SUIPU,0.0037,0.0205,NA,0.046,30.82706766917293,FC07,Sp,Sp/None,6041 A,0,210.86223766257683,104.45292932755423,1.6059475414781366,-8.393633602134521,5.351205018169594,4.648736532870723,3.0410101423822598,2.391217574974443,0
6041,b,Tt,NA,0.12292754376658754,0.014007181738600716,NA,47.9,36.9,NA,0.044999390699924036,0.0029632900859812294,NA,3,1.2,1,Y,High,N,Tt/Sp,THETE,NA,0.0018,NA,0.0352,4.864864864864864,FC07,None,Sp/None,6041 B,0,1229.2754376658754,140.07181738600715,449.9939069992404,29.632900859812295,7.114180199725183,4.942155272407985,6.151272758525024,3.8908672828081814,0
6043,a,Sp,NA,0.038889272037155864,0.013523483497465794,NA,28.7,39.6,NA,6.569168752761922e-4,-0.0014378880385196857,NA,2.2,0.9,1,N,High,N,MIXED/SUIPU,SUIPU,NA,0.0162,NA,0.1021,13.693998309382927,FC02,Sp,Sp/Sp,6043 A,0,388.89272037155865,135.23483497465793,6.5691687527619225,-14.378880385196858,5.963303522476759,4.907012785559481,3.25384104964174,1.5976776811865727,Mixed
6043,b,Sp,NA,0.06071673002756617,0.012611039844925731,NA,28.1,45.6,NA,-2.0800060916620344e-4,-7.371769386890215e-4,NA,1.9,1,1,Y,High,N,MIXED/SUIPU,Mixed,0.00316,0.00207,NA,0.04733,4.190283400809716,FC02,Sp,Sp/Sp,6043 B,0,607.1673002756617,126.1103984492573,-2.0800060916620344,-7.3717693868902145,6.408804371330326,4.837157701500159,2.8472564844012993,2.480618656826382,Mixed
6044,a,Tt,NA,0.008356411644273587,0.0037055853691632112,NA,47.1,43.7,NA,-2.9176775461658977e-5,-5.765986997945394e-4,NA,0.9,0.6,1,N,Low,N,Tt/Tt,THETE,NA,0.01025,NA,0.032529999999999996,23.95979429640019,FC13,None,None/None,6044 A,0,83.56411644273587,37.05585369163211,-0.29176775461658977,-5.765986997945394,4.425614198791577,3.6124263336383344,2.945946047206554,2.606713920832083,0
6044,b,Tt,NA,0.007894647031101654,0.00875220645266328,NA,47.6,47,NA,-1.861037787133646e-4,-1.2771227789387662e-4,NA,1,0.7,1,Y,Low,N,Tt/Tt,THETE,NA,0.0018600000000000001,NA,0.02524,6.863468634686347,FC13,None,None/None,6044 B,0,78.94647031101654,87.5220645266328,-1.8610377871336459,-1.2771227789387662,4.368770031798696,4.471890927593723,2.8598773749933937,2.8927744721870288,0
6045,a,Tt,NA,0.0031887998967550235,0.0050470033110803225,NA,44.1,44.2,NA,5.1111267600434385e-5,-5.474027119702352e-4,NA,0.9,0.6,1,N,Low,N,Tt/Tt,THETE,0.00144,0.01733,NA,0.05926,22.626974800887844,FC03,Tt,Tt/Tt,6045 A,0,31.887998967550235,50.47003311080323,0.5111126760043438,-5.474027119702352,3.4622297310930623,3.921379756401158,2.9872734136174905,2.6280250193897357,0
6045,b,Tt,NA,0.00647634304745992,0.004882076837188887,NA,39.5,46.4,NA,-2.3719639807545656e-4,-0.001321102170759536,NA,0.9,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.03315,NA,0.032869999999999996,50.21205695243866,FC03,Tt,Tt/Tt,6045 B,0,64.7634304745992,48.82076837188887,-2.3719639807545656,-13.21102170759536,4.170741099528128,3.888155803716192,2.8301769538492882,1.8098288841929426,0
6048,a,None,NA,NA,0.008609280915019113,NA,NA,42.8,NA,NA,-6.824342990967569e-4,NA,NA,1.5,1,N,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86.09280915019113,NA,-6.824342990967569,NA,4.455425890526528,NA,2.525415046675121,0
6048,b,Tt,NA,0.031658930390853435,0.010016529759296011,NA,40.4,41.5,NA,0.0048754552613339275,-1.4231014668225628e-4,NA,2.7,1.5,1,Y,High,N,Tt/None,THETE,NA,0.00354,NA,0.0211,14.366883116883116,FC02,Sp,Sp/Sp,6048 B,0,316.58930390853436,100.16529759296012,48.75455261333927,-1.4231014668225628,5.757605362632795,4.606821797256608,4.220609689657451,2.8846511021200127,0
6049,a,Tt,0.014282008177049388,0.05637837019392866,0.02185562379867756,10,37.1,44.5,0.0018320127718325363,0.004565280783437431,2.9214541416577866e-5,0.7,2.8,1.7,1,Y,High,N,Tt/None,THETE,0.02036,0.0172,NA,0.08981,16.073264180917672,FC02,Tt,Tt/None,6049 A,0,563.7837019392866,218.55623798677559,45.65280783437431,0.29214541416577866,6.334670670740519,5.387043363509063,4.1739753615270345,2.976170638731176,0
6049,b,None,NA,NA,0.013699374314350976,NA,NA,45.8,NA,NA,-0.001321102170759536,NA,NA,1.6,1,N,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,136.99374314350976,NA,-13.21102170759536,NA,4.919935254299866,NA,1.8098288841929426,0
6050,a,Sp,NA,0.022657985366622002,0.00862027520181008,NA,14.9,44.3,NA,-1.2041334510382029e-4,-0.001456135855088636,NA,1.2,1.4,1,N,High,N,Sp/Sp,SUIPU,0.00794,0.01354,NA,0.03553,27.59323415528836,FC05,Sp,Sp/Sp,6050 A,0,226.57985366622003,86.2027520181008,-1.204133451038203,-14.56135855088636,5.42309743760799,4.456702103124071,2.8968115436766118,1.560051238080234,0
6050,b,Sp,NA,0.02149290813204563,0.009884601881156252,NA,22.5,33.4,NA,2.0438808139339182e-4,-9.926433855231842e-4,NA,1.8,1.4,1,Y,High,N,Sp/Sp,SUIPU,0.02985,0.02736,NA,0.03931,41.037948102594875,FC05,Sp,Sp/Sp,6050 B,0,214.9290813204563,98.84601881156252,2.043880813933918,-9.926433855231842,5.3703081193903,4.593563273758145,3.0617215129409443,2.2400700996655294,0
6051,a,None,NA,NA,0.007575807043903815,NA,NA,43.8,NA,NA,-4.853612946576491e-4,NA,NA,1.2,1,Y,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75.75807043903815,NA,-4.853612946576491,NA,4.327544979163797,NA,2.671857107819066,0
6051,b,Tt,NA,0.02173471887207934,0.005860632533211341,NA,31.1,44.7,NA,0.00168603963412145,-1.642069578853267e-4,NA,2.1,1.6,1,N,High,N,Tt/None,THETE,NA,0.0218,NA,0.02715,44.535240040858014,FC09,None,Sp/None,6051 B,0,217.34718872079338,58.60632533211341,16.8603963412145,-1.6420695788532669,5.3814960230092765,4.070842631578824,3.5885291435121633,2.8723409565116556,0
6052,a,Tt,NA,0.008950102669053717,0.011599636847000827,NA,32.1,46.6,NA,9.233230331580633e-4,-0.0010729331108141893,NA,1.4,1.3,1,Y,High,N,MIXED/THETE,THETE,NA,0.01834,NA,0.038060000000000004,32.51773049645389,FC12,Tt,Tt/Sp,6052 A,0,89.50102669053717,115.99636847000826,9.233230331580632,-10.729331108141892,4.494250096617663,4.75355888432328,3.3517849127363557,2.150725913821873,0
6052,b,None,NA,NA,0.0226030295101598,NA,NA,42.6,NA,NA,-8.904566495800958e-4,NA,NA,1.6,1,N,High,N,MIXED/THETE,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tt,NA,226.030295101598,NA,-8.904566495800958,NA,5.42066903941062,NA,2.343329369870514,0
6052,b,Sp,NA,0.11250599950724904,NA,NA,18.9,NA,NA,8.030688754029347e-5,NA,NA,1.8,NA,1,N,High,N,MIXED/THETE,MIXED,NA,3.9e-4,NA,NA,100,FC12,Sp,Tt/Sp,6052 B,Tt,1125.0599950724904,NA,0.8030688754029347,NA,7.025591642169907,NA,3.0018879141903785,NA,0
6052,b,Tt,NA,0.12205002480748939,NA,NA,35.5,NA,NA,2.773768745827909e-4,NA,NA,2.4,NA,1,N,High,N,MIXED/THETE,MIXED,NA,0.0055,NA,0.05236,9.505703422053232,FC12,Sp,Tt/Sp,6052 B,Tt,1220.500248074894,NA,2.7737687458279092,NA,7.1070160930897694,NA,3.0953147857971555,NA,0
6053,a,Tt,NA,0.0031887998967550235,0.003452691025413346,NA,43.6,43.7,NA,-2.8463959154723106e-4,-6.641867659340495e-4,NA,0.6,0.5,1,Y,Low,N,Tt/Sp,THETE,NA,0.01596,NA,0.046400000000000004,25.593329057087878,FC08,Tt,Tt/Sp,6053 A,0,31.887998967550235,34.526910254133455,-2.8463959154723106,-6.641867659340495,3.4622297310930623,3.5417390273558516,2.801785063148669,2.539912060488963,0
6053,b,Sp,NA,0.011511687782703506,0.007641774106450949,NA,37.2,45.6,NA,5.218885525661299e-4,-4.963097744511424e-4,NA,0.9,0.7,1,N,Low,N,Tt/Sp,SUIPU,0.01541,0.00544,NA,0.04428,10.94127111826227,FC08,Sp,Tt/Sp,6053 B,0,115.11687782703505,76.4177410645095,5.218885525661299,-4.963097744511424,4.745947941181406,4.336214882101486,3.200276287329745,2.6642603269632614,0
6054,a,Tt,NA,0.0038375297308359535,0.0035846360617450834,NA,45.6,44.9,NA,-2.5527316151574553e-5,-9.85165531504073e-5,NA,1.1,0.7,1,N,Low,N,Tt/None,THETE,NA,0.0097,NA,0.0235,29.21686746987952,FC06,Tt,Tt/None,6054 A,0,38.375297308359535,35.846360617450834,-0.25527316151574553,-0.985165531504073,3.6474139533264585,3.5792420449454574,2.9478620859413813,2.9088258785243872,0
6054,b,None,NA,NA,0.004024450307327898,NA,NA,43.8,NA,NA,-4.56165360305294e-4,NA,NA,0.8,1,Y,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,40.24450307327898,NA,-4.56165360305294,NA,3.6949734249301187,NA,2.691837484540399,0
6055,a,Tt,0.001605423556345853,0.0054758095693441255,0.009290922074382202,30.4,44.8,47,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,2.4,2.5,2.3,1,Y,High,N,Tt/Tt,THETE,0.00445,0.01212,NA,0.0451,21.1814051031108,FC09,Tt,Tt/Tt,6055 A,0,54.758095693441255,92.90922074382202,-7.116303660598677,-13.90443746722314,4.002925224312302,4.5316228954027,2.501773597561361,1.68935498167627,0
6055,b,Tt,0.0012205674827603374,0.008598286625784546,0.008664252324532384,14.6,39.3,51.3,9.634663032961899e-4,-1.7880483736792963e-4,-8.831576050337131e-4,0.9,3,2.1,1,N,High,N,Tt/Tt,THETE,3e-4,0.0192,NA,0.1076,15.141955835962145,FC09,Tt,Tt/Tt,6055 B,0,85.98286625784546,86.64252324532384,-1.7880483736792963,-8.83157605033713,4.454148046844726,4.461790725598805,2.8640491866998725,2.350312557917531,0
6056,a,None,NA,NA,0.005431829611391992,NA,NA,48.1,NA,NA,-2.0435113675570937e-4,NA,NA,0.7,1,N,Low,N,MIXED/SUIPU,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp,NA,54.318296113919914,NA,-2.0435113675570937,NA,3.994861115194402,NA,2.8493710591904464,0
6056,a,Sp,NA,0.022526091208506127,NA,NA,26.8,NA,NA,2.8467574801988027e-4,NA,NA,0.8,NA,1,N,Low,N,MIXED/SUIPU,MIXED,0.00358,7e-4,NA,NA,100,FC10,Sp,Sp/None,6056 A,Sp,225.26091208506128,NA,2.8467574801988027,NA,5.417259339643855,NA,3.098612866934979,NA,0
6056,b,Sp,NA,0.004475255850144633,0.004134403257624486,NA,22.7,46.9,NA,0.0011276884351851257,-5.10907751252343e-4,NA,0.6,0.7,1,Y,Low,N,MIXED/SUIPU,SUIPU,NA,0.01282,NA,0.02185,36.97721372944909,FC10,None,Sp/None,6056 B,0,44.75255850144633,41.34403257624486,11.276884351851258,-5.10907751252343,3.801148616303216,3.721928096091445,3.4209120308069045,2.6540406682776876,0
6057,a,None,NA,NA,0.005761678342767418,NA,NA,48.6,NA,NA,-4.598148511635869e-4,NA,NA,0.5,1,Y,Low,N,MIXED/SUIPU,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sp,NA,57.61678342767418,NA,-4.598148511635869,NA,4.0538139042119194,NA,2.6893616613779407,0
6057,a,Sp,NA,0.015128464011401555,NA,NA,38.3,NA,NA,3.2846896618499155e-4,NA,NA,1.2,NA,1,Y,Low,N,MIXED/SUIPU,MIXED,NA,0.00259,NA,NA,100,FC01,Sp,Sp/None,6057 A,Sp,151.28464011401553,NA,3.2846896618499155,NA,5.019163096235814,NA,3.118176132766115,NA,0
6057,a,Tt,NA,0.00975267365108734,NA,NA,42.6,NA,NA,3.9415872124748397e-4,NA,NA,1,NA,1,Y,Low,N,MIXED/SUIPU,MIXED,0.00511,0.01115,NA,0.02152,34.12917049280686,FC01,Sp,Sp/None,6057 A,Sp,97.5267365108734,NA,3.9415872124748397,NA,4.580126561036541,NA,3.1468215942399564,NA,0
6057,b,Tt,NA,0.006597285283492793,0.004123407973594562,NA,49.9,43.3,NA,4.016290571162706e-5,-7.335274275114823e-4,NA,1,0.6,1,N,Low,N,Tt/None,THETE,NA,0.02002,NA,0.04595,30.347127482188874,FC01,None,Sp/None,6057 B,0,65.97285283492793,41.23407973594561,0.4016290571162706,-7.3352742751148226,4.18924333672796,3.7192650924891852,2.981737435656499,2.4836683300549223,0
6058,a,None,NA,NA,0.003716580746080167,NA,NA,45.9,NA,NA,-2.1877857108831833e-5,NA,NA,0.7,1,Y,Low,N,None/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37.16580746080167,NA,-0.21877857108831833,NA,3.6153891843182553,NA,2.949774460351419,0
6058,b,None,NA,NA,0.005541779432944427,NA,NA,44.3,NA,NA,-2.2624797522935447e-4,NA,NA,0.7,1,N,Low,N,None/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,55.41779432944427,NA,-2.2624797522935447,NA,4.0149007394628216,NA,2.8366160121062043,0
6061,a,None,NA,NA,0.007136024378321171,NA,NA,53.5,NA,NA,-0.0012809570919493085,NA,NA,0.9,1,Y,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,71.3602437832117,NA,-12.809570919493085,NA,4.267740904510477,NA,1.8734704331484286,0
6061,b,Tt,NA,0.007982602527911276,0.006498332566918119,NA,55.5,39.9,NA,-6.860838065314567e-4,-7.225788955825818e-4,NA,1.1,0.5,1,N,Low,N,Tt/None,THETE,NA,0.00306,NA,0.05926,4.910141206675224,FC01,None,None/None,6061 B,0,79.82602527911276,64.9833256691812,-6.860838065314567,-7.225788955825818,4.379849582603708,4.174130708820216,2.5224902519571395,2.492761939332169,0
6062,a,Sp,0.007641774106450949,0.0548845683090724,0.005068993466045946,22.4,40.4,48,0.002083815429048841,5.218885525661299e-4,-6.787847919293988e-4,0.9,2.1,0.7,1,N,Low,N,Sp/None,SUIPU,9e-4,0.00143,NA,0.040459999999999996,3.413702554308905,FC03,Sp,Sp/Sp,6062 A,0,548.845683090724,50.68993466045946,5.218885525661299,-6.787847919293988,6.307817314730659,3.925727363480852,3.200276287329745,2.5283313116965673,0
6062,b,None,NA,NA,0.005376854608955428,NA,NA,49,NA,NA,-8.50311917809099e-4,NA,NA,0.8,1,Y,Low,N,Sp/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,53.76854608955428,NA,-8.50311917809099,NA,3.9846886510205355,NA,2.381147116415029,0
6063,a,Sp,NA,0.0728840722502695,0.006982099521478657,NA,34.7,43.3,NA,6.569168752761922e-4,-0.001076582646856672,NA,1.7,1.1,1,Y,High,N,Sp/None,SUIPU,0.0031,0.0122,NA,0.06801,15.210073556913104,FC02,Sp,Sp/Sp,6063 A,0,728.8407225026949,69.82099521478658,6.5691687527619225,-10.765826468566718,6.59145522048613,4.245934755582558,3.25384104964174,2.1464688187508947,0
6063,b,None,NA,0.06622974173825558,0.009455833846683026,NA,30,46.3,NA,5.401356445906558e-4,-5.583512053991546e-4,NA,1.6,1.3,1,N,High,N,Sp/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,662.29741738255575,94.55833846683026,5.401356445906558,-5.583512053991546,6.495714726015651,4.549216982298149,3.2076846397478196,2.620086485774659,0
6064,a,Sp,NA,0.011643611320497849,0.006795190122702577,NA,36.8,46,NA,-3.28433348701862e-4,-0.001175120221067083,NA,1.8,1.4,1,Y,High,N,Tt/Sp,SUIPU,0.0124,0.00185,NA,0.04229,4.191209787041233,FC05,Sp,Sp/Sp,6064 A,0,116.43611320497848,67.95190122702577,-3.2843334870186203,-11.75120221067083,4.7573427380813555,4.218800120000071,2.7748418163731676,2.0240902120232,0
6064,b,Tt,NA,0.06056297188351012,0.01299580729329941,NA,39.9,45.2,NA,0.0017517275990251435,-6.240422165038062e-4,NA,2.1,1.4,1,N,High,N,Tt/Sp,THETE,NA,0.00667,NA,0.032189999999999996,17.16417910447761,FC05,Sp,Sp/Sp,6064 B,0,605.6297188351012,129.9580729329941,17.517275990251434,-6.240422165038062,6.406268774292862,4.8672118825360995,3.606521767129885,2.5710844584218444,0
6065,a,Tt,0.005959586525670968,0.021646787830698067,0.0272850494191359,42.5,29.7,45.5,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,1.9,1.4,1.8,1,N,High,N,Tt/Tt,THETE,NA,0.04468,NA,0.03701,54.694577059615625,FC12,None,None/None,6065 A,0,216.46787830698065,272.85049419135896,0.10967262244421239,-10.619845042910136,5.377442168337822,5.608924004850534,2.966823217447076,2.1633895283027202,0
6065,b,Tt,NA,0.01165460493276238,0.027109206918453532,NA,35,47.3,NA,1.313991812624815e-4,-0.0010254891665923416,NA,NA,1.8,1,Y,High,N,Tt/Tt,THETE,NA,0.01168,NA,0.12567,8.503822351656352,FC12,None,None/None,6065 B,0,116.5460493276238,271.0920691845353,1.3139918126248151,-10.254891665923417,4.758286468104372,5.6024585018699025,3.0269603346114202,2.204479526347361,0
6066,a,Tt,0.03315343419488004,0.03793334527160663,0.018360253026545426,24.9,38.1,42.8,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,3.3,2.7,1.6,1,N,High,N,Tt/Tt,THETE,NA,0.03796,NA,0.0557,40.52957505872305,FC12,Tt,Tt/Sp,6066 A,0,379.33345271606635,183.60253026545425,-2.3719639807545656,-11.459238824627626,5.9384156407353395,5.212773259493684,2.8301769538492882,2.0619373343315077,0
6066,b,Tt,0.0250540013276197,0.046008696835931895,0.018711999630377507,12.8,46.6,41.6,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,2.9,1.3,1,Y,High,N,Tt/Tt,THETE,NA,0.00971,NA,0.03839,20.187110187110186,FC12,Sp,Tt/Sp,6066 B,0,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691,3.6726415870258315,2.576649225163042,0
6067,a,Tt,NA,0.0028259472958422904,NA,NA,43.8,NA,NA,-3.2113438650249737e-4,NA,NA,1,NA,1,N,Low,N,MIXED/THETE,THETE,NA,0.01886,NA,0.0349,35.081845238095234,FC03,Tt,Tt/Sp,6067 A,0,28.259472958422904,NA,-3.2113438650249737,NA,3.3414287273451375,NA,2.779383073900699,NA,0
6067,b,None,NA,NA,0.0026170309544140125,NA,NA,47.8,NA,NA,-0.00134664905593751,NA,NA,0.8,1,Y,Low,N,MIXED/THETE,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tt,NA,26.170309544140125,NA,-13.4664905593751,NA,3.2646255446776853,NA,1.767113755980356,0
6067,b,Sp,NA,0.00696011021710885,NA,NA,31.8,NA,NA,-1.605574886830441e-4,NA,NA,0.8,NA,1,Y,Low,N,MIXED/THETE,MIXED,0.00488,0.00213,NA,NA,100,FC03,Sp,Tt/Sp,6067 B,Tt,69.6011021710885,NA,-1.605574886830441,NA,4.24278040300649,NA,2.874403200223149,NA,0
6067,b,Tt,NA,0.004431275002460433,NA,NA,46.2,NA,NA,3.6683487040778395e-6,NA,NA,0.9,NA,1,Y,Low,N,MIXED/THETE,MIXED,NA,0.02345,NA,0.01476,61.37136875163569,FC03,Sp,Tt/Sp,6067 B,Tt,44.31275002460433,NA,0.036683487040778395,NA,3.7912724465806162,NA,2.963059645175923,NA,0
6068,a,None,NA,NA,0.0034087092684145226,NA,NA,41.5,NA,NA,-0.0012006670313824408,NA,NA,1.7,1,N,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,34.087092684145226,NA,-12.006670313824408,NA,3.528918798973663,NA,1.989756592239017,0
6068,b,Tt,0.001990276635336574,0.008125529876608306,0.0021222255730573014,17.3,40.1,45.6,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,2.1,2.7,1.9,1,Y,High,N,Tt/None,THETE,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,FC05,None,None/None,6068 B,0,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688,4.117956423754739,2.1758947762883807,0
6069,a,Tt,0.0027599738096735216,0.005816652917456588,0.006069535173978791,36.4,40.5,44.1,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1.6,0.9,0.6,1,Y,Low,N,Tt/None,THETE,NA,0.00352,NA,0.02879,10.89445991952956,FC11,Tt,Tt/None,6069 A,0,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016,3.2636599169626965,3.14838920102767,0
6069,b,None,NA,NA,0.008631269486156778,NA,NA,39.6,NA,NA,-2.773406357645114e-4,NA,NA,0.6,1,N,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86.31269486156779,NA,-2.773406357645114,NA,4.457976688795553,NA,2.806205860655578,0
6070,a,Tt,NA,0.03135123282365626,0.029406100319721462,NA,40.5,50.7,NA,0.00275163370347431,-2.6274272740728355e-4,NA,2.6,2.1,1,Y,High,N,Tt/Tt,THETE,NA,0.0118,NA,0.0298,28.365384615384613,FC14,Sp,Sp/None,6070 A,0,313.5123282365626,294.06100319721463,27.5163370347431,-2.6274272740728355,5.747838683818328,5.683787239682883,3.8466683789913025,2.814989251881436,0
6070,b,Tt,NA,0.03401055569950873,0.03392264648541077,NA,39.5,47.2,NA,7.554508257223702e-4,-6.203927136143039e-4,NA,2.3,2.1,1,N,High,N,Tt/Tt,THETE,NA,0.0191,NA,0.0556,25.568942436412318,FC14,None,Sp/None,6070 B,0,340.1055569950873,339.2264648541077,7.554508257223702,-6.203927136143039,5.829256031177187,5.826667922260168,3.2911939522068323,2.57387071271797,0
6071,a,Tt,0.003331741099555696,0.0032327818493091964,0.004475255850144633,23.1,42.2,46.3,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,0.8,0.9,0.6,1,Y,Low,N,Tt/Sp,THETE,NA,0.02043,NA,0.01718,54.32065939909598,FC11,Tt,Tt/Sp,6071 A,0,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216,2.539912060488963,2.9554897371200033,0
6071,b,Sp,NA,0.022636003031366148,0.009840625843569928,NA,43,39.7,NA,2.1915630549818044e-5,-3.6305659057433992e-6,NA,1.1,0.6,1,N,Low,N,Tt/Sp,SUIPU,NA,0.0024,NA,0.03737,6.034699522252954,FC11,Sp,Tt/Sp,6071 B,0,226.36003031366147,98.40625843569927,0.21915630549818044,-0.03630565905743399,5.422126786192239,4.589104404024501,2.9724421489748662,2.9592818543466093,0
6072,a,Tt,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,36.2,43.2,47.9,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,1.6,1.3,0.8,1,N,Low,N,Tt/Tt,THETE,NA,0.0174,NA,0.0122,58.783783783783775,FC10,Tt,Tt/Tt,6072 A,0,68.28174185578905,25.400615535444704,0.8395633882973819,-10.473863660031558,4.223642408083997,3.2347734074097856,3.003699799524054,2.1800286800770534,0
