Plant,Side,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,mycofungus,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,received15N,N_level,Failed_split,Fungi,compartment_fungus,pctC,pctN,CNratio,CforN,competition_treatment,mycoC13forN15,dead_tissue,mycorrhizas,other,roots,percent_col,competitors,enriched
6057,a,NA,0.00975267365108734,0.005761678342767418,Tt,NA,3.9415872124748397e-4,0.012248256365999355,Y,Low,N,MIXED/SUIPU,MIXED,42.6,1,44.3,0.7962499607830182,0,24.74301119158503,0.00511,0.01374,NA,0.02152,38.96766874645491,MIXED/THETE,1
6057,b,NA,0.006597285283492793,0.004123407973594562,Tt,NA,4.016290571162706e-5,-7.335274275114823e-4,N,Low,N,Tt/None,Tt,43.3,0.6,78.2,-8.99391765877701,NM,164.26314696605468,NA,0.02002,NA,0.04595,30.347127482188874,MIXED/THETE,1
6058,a,NA,NA,0.003716580746080167,None,NA,NA,-2.1877857108831833e-5,Y,Low,N,None/None,None,45.9,0.7,64.7,-169.87864613942594,0,NA,NA,0,NA,0.03195,0,NM/NM,1
6058,b,NA,NA,0.005541779432944427,None,NA,NA,-2.2624797522935447e-4,N,Low,N,None/None,None,44.3,0.7,66,-24.49427194796575,0,NA,NA,0,NA,0.07091,0,NM/NM,1
6061,a,NA,NA,0.007136024378321171,None,NA,NA,-0.0012809570919493085,Y,Low,N,Tt/None,None,53.5,0.9,59,-5.57085356189555,0,NA,NA,0,NA,0.0222,0,THETE/NM,1
6061,b,NA,0.007982602527911276,0.006498332566918119,Tt,NA,-6.860838065314567e-4,-7.225788955825818e-4,N,Low,N,Tt/Tt,Tt,55.5,1.1,48.4,-11.047378461663032,SELF,-11.635025418057692,NA,0.00306,NA,0.05926,4.910141206675224,THETE/THETE,1
6062,a,0.007641774106450949,0.0548845683090724,0.005068993466045946,Sp,0.002083815429048841,5.218885525661299e-4,-6.787847919293988e-4,N,Low,N,Sp/None,Sp,40.4,2.1,19.5,-80.85709780424929,NM,105.16530404662944,9e-4,0.00143,NA,0.040459999999999996,3.413702554308905,SUIPU/NM,1
6062,b,NA,NA,0.005376854608955428,None,NA,NA,-8.50311917809099e-4,Y,Low,N,Sp/None,None,49,0.8,63.6,-6.3233908596851744,0,NA,5.6e-4,0,NA,0.04939,0,SUIPU/NM,1
6063,a,NA,0.0728840722502695,0.006982099521478657,Sp,NA,6.569168752761922e-4,-0.001076582646856672,Y,High,N,Sp/None,Sp,34.7,1.7,19.9,-67.699467814265,NM,110.94869837165672,0.0031,0.0122,NA,0.06801,15.210073556913104,SUIPU/NM,1
6063,b,NA,0.06622974173825558,0.009455833846683026,None,NA,5.401356445906558e-4,-5.583512053991546e-4,N,High,N,Sp/None,None,46.3,1.3,34.4,-16.935279722237244,0,122.61686930224367,NA,0,NA,0.0335,0,SUIPU/NM,1
6064,a,NA,0.011643611320497849,0.006795190122702577,Sp,NA,-3.28433348701862e-4,-0.001175120221067083,Y,High,N,Tt/Sp,Sp,36.8,1.8,20.7,-9.90844265272256,OTHER,-35.4519763797416,0.0124,0.00185,NA,0.04229,4.191209787041233,THETE/SUIPU,1
6064,b,NA,0.06056297188351012,0.01299580729329941,Tt,NA,0.0017517275990251435,-6.240422165038062e-4,N,High,N,Tt/Sp,Tt,45.2,1.4,32.1,-97.0494788362459,OTHER,34.573281780348786,NA,0.00667,NA,0.032189999999999996,17.16417910447761,THETE/SUIPU,1
6065,a,0.005959586525670968,0.021646787830698067,0.0272850494191359,Tt,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,N,High,N,Tt/Tt,Tt,42.5,1.9,22.6,-20.38333680315757,SELF,1973.7640395814576,NA,0.04468,NA,0.03701,54.694577059615625,THETE/THETE,1
6065,b,NA,0.01165460493276238,0.027109206918453532,Tt,NA,1.313991812624815e-4,-0.0010254891665923416,Y,High,N,Tt/Tt,Tt,35,1.8,18.9,-11.364922529108869,SELF,88.6961761921581,NA,0.01168,NA,0.12567,8.503822351656352,THETE/THETE,1
6066,a,0.03315343419488004,0.03793334527160663,0.018360253026545426,Tt,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,N,High,N,Tt/Tt,Tt,42.8,1.6,27.2,-33.10284902177113,SELF,-159.92378290474434,NA,0.03796,NA,0.0557,40.52957505872305,THETE/THETE,1
6066,b,0.0250540013276197,0.046008696835931895,0.018711999630377507,Tt,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,Y,High,N,Tt/Tt,Tt,41.6,1.3,33,-74.5994378469421,SELF,22.963809692100465,NA,0.00971,NA,0.03839,20.187110187110186,THETE/THETE,1
6067,a,NA,0.0028259472958422904,NA,Tt,NA,-3.2113438650249737e-4,NA,N,Low,N,MIXED/THETE,Tt,43.8,1,44.3,NA,0,-8.799890060419655,NA,0.01886,NA,0.0349,35.081845238095234,MIXED/THETE,1
6067,b,NA,0.00696011021710885,0.0026170309544140125,Sp,NA,-1.605574886830441e-4,0.029406100319721462,Y,Low,N,MIXED/THETE,MIXED,31.8,0.8,37.8,0.2366893311739466,0,-43.34964550204679,0.00488,0.02558,NA,0.01476,63.41100644521567,MIXED/THETE,1
6067,b,NA,0.004431275002460433,0.0026170309544140125,Tt,NA,3.6683487040778395e-6,0.029406100319721462,Y,Low,N,MIXED/THETE,MIXED,46.2,0.9,49.4,0.1506923717963568,0,1207.9754025386144,0.00488,0.02558,NA,0.01476,63.41100644521567,MIXED/THETE,1
6068,a,NA,NA,0.0034087092684145226,None,NA,NA,-0.0012006670313824408,N,High,N,Tt/None,None,41.5,1.7,24.8,-2.839012964726578,0,NA,NA,0,NA,0.03422,0,THETE/NM,1
6068,b,0.001990276635336574,0.008125529876608306,0.0021222255730573014,Tt,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,Y,High,N,Tt/None,Tt,17.3,2.1,8.1,-7.730972724397425,NM,1.9294521148922357,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,THETE/NM,1
6069,a,0.0027599738096735216,0.005816652917456588,0.006069535173978791,Tt,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,Y,Low,N,Tt/None,Tt,40.5,0.9,43.2,14.621754039269888,NM,8.523033766147677,NA,0.00352,NA,0.02879,10.89445991952956,THETE/NM,1
6069,b,NA,NA,0.008631269486156778,None,NA,NA,-2.773406357645114e-4,N,Low,N,Tt/None,None,39.6,0.6,63.4,-31.121546477904335,0,NA,NA,0,NA,0.07164,0,THETE/NM,1
6070,a,NA,0.03135123282365626,0.029406100319721462,Tt,NA,0.00275163370347431,-2.6274272740728355e-4,Y,High,N,Tt/Tt,Tt,40.5,2.6,15.6,-119.3229328667887,SELF,11.393679610796701,NA,0.0118,NA,0.0298,28.365384615384613,THETE/THETE,1
6070,b,NA,0.03401055569950873,0.03392264648541077,Tt,NA,7.554508257223702e-4,-6.203927136143039e-4,N,High,N,Tt/Tt,Tt,47.2,2.1,22.4,-54.82101087449743,SELF,45.02021116594514,NA,0.0191,NA,0.0556,25.568942436412318,THETE/THETE,1
6071,a,0.003331741099555696,0.0032327818493091964,0.004475255850144633,Tt,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,Y,Low,N,Tt/Sp,Tt,42.2,0.9,45.1,-295.7854701711262,OTHER,-4.867278324588292,NA,0.02043,NA,0.01718,54.32065939909598,THETE/SUIPU,1
6071,b,NA,0.022636003031366148,0.009840625843569928,Sp,NA,2.1915630549818044e-5,-3.6305659057433992e-6,N,Low,N,Tt/Sp,Sp,43,1.1,40.1,-6234.841514805436,OTHER,1032.870260333627,NA,0.0024,NA,0.03737,6.034699522252954,THETE/SUIPU,1
6072,a,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,Tt,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,N,Low,N,Tt/Tt,Tt,47.9,0.8,59.2,-6.519250591007152,SELF,81.33006132421174,NA,0.0174,NA,0.0122,58.783783783783775,THETE/THETE,1
6073,a,NA,3.188929550022035e-4,-0.0013415507053822218,Tt,NA,0.0031931916894237244,-5.838976994242406e-4,N,High,N,Tt/Tt,Tt,35.4,1.5,23.4,-0.546145249958429,SELF,0.099866524160895,NA,0.032,NA,0.00646,83.20332813312532,THETE/THETE,0
6073,b,3.2988908483622126e-4,-4.728348176867847e-4,-5.27816383617763e-4,Tt,0.0018794539494894624,-5.10907751252343e-4,-0.00134664905593751,N,High,N,Tt/Tt,Tt,37.4,1.9,19.3,0.3511195553154765,SELF,0.9254798278706214,NA,0.01424,NA,0.17317000000000002,7.598313857318178,THETE/THETE,0
6074,a,NA,NA,0.0069930941699971605,None,NA,NA,5.401356445906558e-4,N,Low,N,None/None,None,48.9,0.8,64.8,12.946922203767738,0,NA,NA,0,NA,0.02876,0,NM/NM,1
6074,b,NA,NA,0.007289948756109332,None,NA,NA,8.030688754029347e-5,Y,Low,N,None/None,None,69.6,1.2,59.7,90.77613364671426,0,NA,NA,0,NA,0.01858,0,NM/NM,1
6075,a,NA,0.0032767637627519886,0.005453819595256926,Tt,NA,1.4616718613580382e-5,1.5329586253060024e-4,Y,Low,N,Tt/Tt,Tt,43.9,0.7,59.7,21.375422067232215,SELF,224.17916424193524,NA,0.0065,NA,0.017300000000000003,27.310924369747898,THETE/THETE,1
6075,b,0.012347197578724156,0.005607749208550672,0.008345417298825542,Tt,1.569453084729333e-4,-5.1073536936452335e-5,0.001003609541085304,N,Low,N,Tt/Tt,Tt,35.8,1.5,23.7,5.58758060678304,SELF,-109.79754966898122,NA,0.00294,NA,0.0149,16.479820627802688,THETE/THETE,1
6076,a,NA,NA,0.0047721255490542624,None,NA,NA,-4.123714908600973e-4,Y,Low,N,Tt/None,None,45.1,0.8,58.5,-11.572394442450125,0,NA,NA,0,NA,0.0327,0,THETE/NM,1
6076,b,NA,NA,0.0037275761205528557,Tt,NA,NA,-2.408458728921925e-4,N,Low,N,Tt/None,Tt,48.9,0.7,65.5,NA,NM,NA,NA,0,NA,0.0406,0,THETE/NM,1
6077,a,NA,0.013831292016478036,0.004288336977384288,Sp,NA,4.2335414013722206e-4,-6.49588744216334e-4,N,Low,N,Sp/Sp,Sp,35.2,1,33.9,-21.292382510667043,SELF,32.67073758153136,6.5e-4,0.00876,NA,0.043739999999999994,16.68571428571429,SUIPU/SUIPU,1
6077,b,NA,0.023471324901410018,0.010104481482540173,Sp,NA,5.802792235178877e-4,-8.904566495800958e-4,Y,Low,N,Sp/Sp,Sp,34.6,1.1,30.6,-26.35875077408672,SELF,40.44832892537033,0.00817,0.00748,NA,0.025800000000000003,22.475961538461533,SUIPU/SUIPU,1
6078,a,NA,0.007300943336191468,0.00793862479905938,Tt,NA,8.395633882973819e-5,-0.0018320423635135863,Y,Low,N,Tt/Sp,Tt,48.3,1.2,39.8,-3.9851389256028655,OTHER,86.96119242404839,NA,0.01268,NA,0.021589999999999998,37.000291800408526,THETE/SUIPU,1
6078,b,NA,0.015821008008825466,0.009730685578526854,Sp,NA,6.934109537218291e-4,-5.401037176877566e-4,N,Low,N,Tt/Sp,Sp,46.9,0.9,51.7,-29.29253676785811,OTHER,22.816207220130345,0.00644,0.00375,NA,0.03691,9.222823413674371,THETE/SUIPU,1
6079,a,NA,0.0014624773643032718,0.0040684315167789364,Sp,NA,8.722315516507817e-4,-8.138167351812164e-4,N,Low,N,Sp/None,Sp,46.6,0.7,62.8,-1.7970598306480083,NM,1.6767077062683566,0.0114,0.0062,NA,0.07999999999999999,7.192575406032484,SUIPU/NM,1
6079,b,NA,NA,0.00350766816666237,None,NA,NA,-8.756816078292484e-5,Y,Low,N,Sp/None,None,46.7,0.8,55.9,-40.05643301516434,0,NA,NA,0,NA,0.0288,0,SUIPU/NM,1
6080,a,NA,0.005036008229930999,0.006322416137499953,Tt,NA,-2.9193854839937305e-4,-0.0012371624974163442,Y,Low,N,Tt/Tt,Tt,38.8,0.9,43.1,-4.070611775290683,SELF,-17.25023385072711,NA,0.01527,NA,0.034100000000000005,30.929714401458376,THETE/THETE,1
6080,b,NA,0.004915062175964824,0.006102519720808219,Tt,NA,8.395633882973819e-5,1.4599696984396449e-4,N,Low,N,Tt/Tt,Tt,44.8,0.6,76.4,33.665508134982794,SELF,58.543074227337065,NA,0.0087,NA,0.0287,23.262032085561493,THETE/THETE,1
6082,a,0.010060505640469675,NA,-2.199204016031242e-4,OTHER,0.0020911140378132576,NA,6.642156931041532e-4,Y,High,N,FAILED,OTHER,14.9,1.4,11.1,NA,0,NA,NA,0,NA,0.0057,0,FAILED,1
6082,b,0.008565303743415686,0.03730703840379168,NA,OTHER,0.0016641436265715792,5.875780525745333e-4,NA,N,High,N,FAILED,OTHER,22.3,1.5,14.7,NA,0,63.492906585477584,0.001,0.0113,NA,0.0258,30.45822102425876,FAILED,1
6084,a,0.00876320070768144,NA,0.007718735568214674,Sp,0.003981417703222023,NA,-8.795080831615065e-4,Y,Low,N,Sp/Sp,Sp,45,0.7,63.9,NA,SELF,NA,0.0184,0.0179,NA,0.027290000000000002,39.61053330382828,SUIPU/SUIPU,1
6084,b,NA,0.0051569539881355375,0.011500694138669054,Sp,NA,2.5912968631119915e-4,-5.875471996402148e-4,N,Low,N,Sp/Sp,Sp,47.4,0.7,72.3,-8.77708887267849,SELF,19.90105441621361,0.00753,0.0041,NA,0.02579,13.716962194713952,SUIPU/SUIPU,1
6085,a,0.0032327818493091964,0.004750135262095556,0.0042113701773915935,Tt,1.5329586253060024e-4,-3.6492817574007574e-4,-0.0013794950704167364,N,Low,N,Tt/Sp,Tt,45.6,0.8,58.9,-3.4433869058050144,OTHER,-13.016630608097781,NA,0.0342,NA,0.0353,49.20863309352518,THETE/SUIPU,1
6085,b,NA,0.008158513052264782,0.004167389095047991,Sp,NA,3.3576783213629113e-4,-0.0015948194794525028,Y,Low,N,Tt/Sp,Sp,44.4,1.2,36.8,-5.11563418767971,OTHER,24.298078229701197,0.0033,0.0015,NA,0.02194,6.399317406143344,THETE/SUIPU,1
6087,a,NA,0.0018693231331914362,0.010797095837256743,Tt,NA,2.1533640718940372e-4,-8.685595191491591e-4,N,High,N,Tt/Tt,Tt,47.1,2.9,16.2,-2.1522107489221063,SELF,8.680943262637577,0.0099,0.0216,NA,0.0771,21.88449848024316,THETE/THETE,1
6087,b,NA,0.0020892383716284435,0.0026940002355033688,Tt,NA,-2.2989744924395428e-4,-6.933828222026595e-4,Y,High,N,Tt/Tt,Tt,45.4,2.7,16.6,-3.013109504200853,SELF,-9.087697051442536,0.0075,0.0235,NA,0.0538,30.40103492884864,THETE/THETE,1
6088,a,NA,0.004519236658719228,0.0054758095693441255,Tt,NA,1.5329586253060024e-4,-5.875471996402148e-4,Y,Low,N,Tt/Tt,Tt,42.7,0.9,46.3,-7.691699767246933,SELF,29.48048684495394,NA,0.01057,NA,0.01399,43.037459283387626,THETE/THETE,1
6088,b,NA,0.005398844617262588,0.0050470033110803225,Tt,NA,-7.043313477148594e-4,-8.430128791446778e-4,N,Low,N,Tt/Tt,Tt,42.1,0.6,76.5,-6.404225547230387,SELF,-7.665205637628739,NA,0.00704,NA,0.02207,24.184129165235316,THETE/THETE,1
6090,a,0.017052173391278735,0.010445292932755423,0.033494086828425695,Tt,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,Y,High,N,Tt/None,Tt,47,1.8,26.5,-8.97229669901697,NM,-14.030396504471854,NA,0.03334,NA,0.04592,42.064092858945244,THETE/NM,1
6090,b,NA,NA,0.018876879989659034,None,NA,NA,-0.001456135855088636,N,High,N,Tt/None,None,45.8,3.4,13.6,-12.963680499790993,0,NA,NA,0,NA,0.04947,0,THETE/NM,1
6091,a,0.0015174567178264375,2.8590455083121746e-4,6.157876024526221e-4,Tt,2.0803752359283e-4,0.0011130909342729756,-6.021452031772512e-4,N,High,N,Tt/None,Tt,45.7,1.5,30.2,-0.4748099782620984,NM,0.2568564184901554,NA,0.07396,NA,0.04258,63.46318860477089,THETE/NM,0
6091,b,NA,NA,1.7594304469237265e-4,None,NA,NA,-0.0015327767576697737,N,High,N,Tt/None,None,37,1.4,27.1,-0.11478712983608431,0,NA,NA,0,NA,0.03595,0,THETE/NM,0
6092,a,NA,NA,0.005904612109858043,Sp,NA,NA,-3.5762920819359945e-4,Y,Low,N,Sp/Sp,Sp,46,0.6,76.2,NA,SELF,NA,0.00245,9.9e-4,NA,0.0254,3.751420992800303,SUIPU/SUIPU,1
6092,b,NA,0.01889886399602725,0.005299889502883737,Sp,NA,2.95624056170396e-4,-3.3208283020252916e-4,N,Low,N,Sp/Sp,Sp,36,1.1,34.1,-56.910090727970776,SELF,63.9287081059941,NA,0.0028,NA,0.07474,3.6110394635027085,SUIPU/SUIPU,1
6093,a,NA,0.027504851665630214,0.024042852787608204,Tt,NA,2.226352897165551e-4,-0.001175120221067083,N,High,N,Tt/Tt,Tt,43.3,1.8,23.6,-23.40598959368947,SELF,123.54219180906863,NA,0.06445,NA,0.1644,28.162551889884202,THETE/THETE,1
6093,b,0.039526546279702535,0.01876695981122012,0.017447898612021007,Tt,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,Y,High,N,Tt/Tt,Tt,45.8,2.7,16.7,-68.56984321145892,SELF,5.810772922376968,NA,0.05466,NA,0.05412,50.24820739106454,THETE/THETE,1
6094,a,NA,0.010731132983286873,0.018349260904860998,Tt,NA,2.9214541416577866e-5,-0.0014342384760079874,Y,High,N,Tt/Tt,Tt,41.2,2,20.2,-7.482112049563444,SELF,367.32163035759527,NA,0.02518,NA,0.05662,30.782396088019564,THETE/THETE,1
6094,b,0.008037574633984246,0.013061767126727464,0.025812349163899073,Tt,-0.001178769764595744,-6.824342990967569e-4,-9.853443260043893e-4,N,High,N,Tt/Tt,Tt,19.5,1.7,11.2,-13.256043376931446,SELF,-19.13996284186698,NA,0.03333,NA,0.04045,45.174844131200864,THETE/THETE,1
6096,a,NA,NA,0.003969473740514928,None,NA,NA,8.395633882973819e-5,Y,Low,N,Tt/None,None,34,0.7,46,47.280214881272315,0,NA,NA,0,NA,0.02476,0,THETE/NM,1
6096,b,NA,0.006069535173978791,0.00458520779825089,Tt,NA,-2.9176775461658977e-5,-5.911967001233642e-4,N,Low,N,Tt/None,Tt,47.3,0.8,62.5,-10.266524107310255,NM,-208.02624957493092,NA,0,NA,0.01954,0,THETE/NM,1
6097,a,0.005398844617262588,0.03361496300521116,0.03364792918395754,Tt,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,Y,High,N,Tt/Tt,Tt,37.8,1.5,24.5,-184.23770526898093,SELF,23.739578454637744,8.1e-4,0.02779,NA,0.03915,41.514789363609204,THETE/THETE,1
6097,b,NA,0.05436831745602655,0.013105740300138446,Tt,NA,2.445319308815863e-4,-7.116303660598677e-4,N,High,N,Tt/Tt,Tt,30.1,3.3,9,-76.39965921782021,SELF,222.3362701959533,NA,0.02726,NA,0.09813,21.740170667517344,THETE/THETE,1
6098,b,NA,0.032582011603750294,0.005519789488187987,Tt,NA,0.004068997601523849,-6.313412230848914e-4,N,High,N,MIXED/THETE,Tt,49.4,3.5,13.9,-51.60760997760676,0,8.00738039057783,NA,0,0.0022,0.042800000000000005,0,MIXED/THETE,1
6099,a,0.033636940460150866,0.02097630849866916,0.035461035166824084,Tt,0.0014378843183308065,-1.0929481584875944e-5,-8.795080831615065e-4,N,High,N,Tt/Tt,Tt,20.4,1.5,13.6,-23.85004629322687,SELF,-1919.2409389019758,NA,0.02702,NA,0.09562000000000001,22.03196347031963,THETE/THETE,1
6099,b,0.02849394968384411,0.02185562379867756,0.02239419669859566,Tt,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,Y,High,N,Tt/Tt,Tt,40.9,1.8,22.2,-47.15707726450312,SELF,7.339305846863118,NA,0.0144,NA,0.04307999999999999,25.05219206680585,THETE/THETE,1
