Page,Original_entry_order,Date,Weigher,Plant_number,Side,Labeling_batch,Tissue,Mass_g,Notes,Notes2,,,,,,,,,,,,,,,,,
8,285,181205,AV,6104,B,FC03,mycos %,0.01681,,,,,,,,,,,,,,,,,,,
8,286,181205,AV,6067,A,FC03,mycos %,0.01886,,,,,,,,,,,,,,,,,,,
8,287,181205,AV,6067,B,FC03,mycos suipu dead %,0.00488,,,,,,,,,,,,,,,,,,,
8,288,181205,AV,6062,B,FC03,TFR %,0.01881,,,,,,,,,,,,,,,,,,,
8,289,181205,AV,6077,B,FC03,other roots,0.15729,,,,,,,,,,,,,,,,,,,
8,290,181205,AV,6016,A,FC03,hyphae,NA,,,,,,,,,,,,,,,,,,,
8,291,181205,AV,6016,A,FC03,other roots,0.08094,,,,,,,,,,,,,,,,,,,
8,292,181205,AV,6104,B,FC03,other roots,0.23942,,,,,,,,,,,,,,,,,,,
8,293,181205,AV,6104,A,FC03,other roots,0.62711,,,,,,,,,,,,,,,,,,,
8,294,181205,AV,6067,B,FC03,other roots,0.14139,,,,,,,,,,,,,,,,,,,
8,295,181205,AV,6045,A,FC03,dead mycos %,0.00144,,added %,,,,,,,,,,,,,,,,,
8,296,181205,AV,6016,B,FC03,other roots,0.45154,,,,,,,,,,,,,,,,,,,
8,297,181205,AV,6104,A,FC03,mycos %,0.0055,,,,,,,,,,,,,,,,,,,
9,298,181113,CB,6022,A,FC07,other %,0.0043,,,,,,,,,,,,,,,,,,,
9,299,181113,CB,6022,A,FC07,extra roots,0.8796,,,,,,,,,,,,,,,,,,,
9,300,181113,CB,6002,A,FC07,hyphae,NA,,,,,,,,,,,,,,,,,,,
9,301,181113,CB,6002,A,FC07,mycos %,0.0801,,,,,,,,,,,,,,,,,,,
9,302,181113,CB,6022,A,FC07,mycos %,0.0427,,,,,,,,,,,,,,,,,,,
9,303,181113,CB,6002,B,FC07,suipu dead mycos %,0.0097,,,,,,,,,,,,,,,,,,,
9,304,181113,CB,6022,A,FC07,NM %,0.0408,,,,,,,,,,,,,,,,,,,
10,305,181112,AV,6055,A,FC09,extra roots,0.43109,,,,,,,,,,,,,,,,,,,
10,306,181112,AV,6051,B,FC09,NM %,0.01985,,,,,,,,,,,,,,,,,,,
10,307,181112,AV,6055,A,FC09,NM %,0.0432,,,,,,,,,,,,,,,,,,,
10,308,181112,AV,6051,A,FC09,NM %,0.05215,,,,,,,,,,,,,,,,,,,
10,309,181112,AV,6028,A,FC09,dead mycos %,0.0274,,,,,,,,,,,,,,,,,,,
10,310,181112,AV,6075,B,FC10,NM %,0.01155,FC09 bag,,,,,,,,,,,,,,,,,,
10,311,181112,AV,6058,none,FC13,before,0.00839,FC09 bag,,,,,,,,,,,,,,,,,,
10,312,181112,AV,6075,B,FC10,mycos %,0.00294,FC09 bag,,,,,,,,,,,,,,,,,,
10,313,181112,AV,6075,B,FC10,other %,0.00335,FC09 bag,,,,,,,,,,,,,,,,,,
10,314,181112,AV,6055,A,FC09,other %,0.0019,,,,,,,,,,,,,,,,,,,
10,315,181112,AV,6044,none,FC13,before ,0.01184,FC09 bag,,,,,,,,,,,,,,,,,,
10,316,181112,AV,6040,B,FC09,extra roots,0.32859,,,,,,,,,,,,,,,,,,,
10,317,181112,AV,6075,B,FC10,extra roots,0.25038,FC09 bag,,,,,,,,,,,,,,,,,,
10,318,181112,AV,6055,A,FC09,hyphae,NA,,,,,,,,,,,,,,,,,,,
10,319,181112,AV,6075,B,FC10,hyphae,NA,FC09 bag,,,,,,,,,,,,,,,,,,
10,320,181112,AV,6051,B (F),FC09,crust,NA,,,,,,,,,,,,,,,,,,,
10,321,181112,AV,6019,none,FC13,before,0.0061,FC09 bag,,,,,,,,,,,,,,,,,,
10,322,181112,AV,6011,none,FC13,before,0.00898,FC09 bag,,,,,,,,,,,,,,,,,,
10,323,181112,AV,6040,B,FC09,NM %,0.04905,,,,,,,,,,,,,,,,,,,
10,324,181112,AV,6021,none,FC13,before,0.00493,FC09 bag,,,,,,,,,,,,,,,,,,
10,325,181112,AV,6051,A,FC09,extra roots,0.10171,,,,,,,,,,,,,,,,,,,
10,326,181112,AV,6055,A,FC09,dead mycos %,0.00445,,,,,,,,,,,,,,,,,,,
10,327,181112,AV,6028,A,FC09,NM %,0.0503,,,,,,,,,,,,,,,,,,,
10,328,181112,AV,6055,A,FC09,mycos %,0.01212,,,,,,,,,,,,,,,,,,,
10,329,181112,AV,6028,A,FC09,mycos %,0.0318,THETE,,,,,,,,,,,,,,,,,,
10,330,181112,AV,6035,none,FC13,before,0.0193,FC09 bag,,,,,,,,,,,,,,,,,,
10,331,181112,AV,6028,A,FC09,other %,0.00675,,,,,,,,,,,,,,,,,,,
10,332,181112,AV,6075,A,FC10,extra roots,0.4541,FC09 bag,,,,,,,,,,,,,,,,,,
10,333,181112,AV,6055,none,FC09,shoot,2.64785,,,,,,,,,,,,,,,,,,,
10,334,181112,AV,6028,none,FC09,shoot,2.0109,,,,,,,,,,,,,,,,,,,
11,335,181113,CB,6008,A,FC06,TFR %,0.0113,,,,,,,,,,,,,,,,,,,
11,336,181113,CB,6039,none,FC06,before,0.0217,,,,,,,,,,,,,,,,,,,
11,337,181113,CB,6013,none,FC06,before,0.0075,,,,,,,,,,,,,,,,,,,
11,338,181113,CB,6076,none,FC06,before,0.0107,,,,,,,,,,,,,,,,,,,
11,339,181113,CB,6075,none,FC06,before,0.0087,,,,,,,,,,,,,,,,,,,
11,340,181113,CB,6072,none,FC06,before,0.0132,,,,,,,,,,,,,,,,,,,
11,341,181113,CB,6056,none,FC06,before,0.0056,,,,,,,,,,,,,,,,,,,
11,342,181113,CB,6041,B,FC07,mycos %,0.0018,,,,,,,,,,,,,,,,,,,
11,343,181113,CB,6041,B,FC07,NM %,0.0352,,,,,,,,,,,,,,,,,,,
11,344,181113,CB,6041,A,FC07,extra roots,0.4478,,,,,,,,,,,,,,,,,,,
11,345,181113,CB,6041,A,FC07,other %,0.0082,,,,,,,,,,,,,,,,,,,
11,346,181113,CB,6041,A,FC07,dead mycos %,0.0037,,,,,,,,,,,,,,,,,,,
11,347,181113,CB,6041,A,FC07,mycos %,0.0205,,,,,,,,,,,,,,,,,,,
11,348,181113,CB,6041,A,FC07,NM %,0.0378,,,,,,,,,,,,,,,,,,,
11,349,181113,CB,6041,B,FC07,extra mycos,0.0048,,,,,,,,,,,,,,,,,,,
11,350,181113,CB,6041,B,FC07,extra roots,0.2443,,,,,,,,,,,,,,,,,,,
11,351,181113,CB,6022,B,FC07,extra roots,0.7116,,,,,,,,,,,,,,,,,,,
11,352,181113,CB,6014,none,FC07,shoot,1.0369,,,,,,,,,,,,,,,,,,,
11,353,181113,CB,6015,B,FC07,hyphae,NA,,,,,,,,,,,,,,,,,,,
11,354,181113,CB,6015,B,FC07,mycos %,0.092,,,,,,,,,,,,,,,,,,,
11,355,181113,CB,6015,B,FC07,NM %,0.0513,,,,,,,,,,,,,,,,,,,
11,356,181113,CB,6015,A,FC07,extra roots,0.3451,,,,,,,,,,,,,,,,,,,
11,357,181113,CB,6015,A,FC07,dead mycos %,0.0027,,,,,,,,,,,,,,,,,,,
11,358,181113,CB,6015,A,FC07,other %,0.0145,,,,,,,,,,,,,,,,,,,
11,359,181113,CB,6015,A,FC07,NM %,0.0829,,,,,,,,,,,,,,,,,,,
11,360,181113,CB,6015,A,FC07,mycos %,0.0639,,,,,,,,,,,,,,,,,,,
11,361,181113,CB,6015,B,FC07,extra roots,0.6712,,,,,,,,,,,,,,,,,,,
11,362,181113,CB,6015,B,FC07,other %,0.0048,,,,,,,,,,,,,,,,,,,
11,363,181113,CB,6002,none,FC07,shoot,1.4785,,,,,,,,,,,,,,,,,,,
11,364,181113,CB,6025,none,FC07,shoot,2.3045,,,,,,,,,,,,,,,,,,,
11,365,181113,CB,6002,B,FC07,THETE mycos %,0.0129,,,,,,,,,,,,,,,,,,,
11,366,181113,CB,6002,B,FC07,extra roots,0.5473,,,,,,,,,,,,,,,,,,,
11,367,181113,CB,6022,B,FC07,NM %,0.049,,,,,,,,,,,,,,,,,,,
11,368,181113,CB,6002,A,FC07,extra roots,0.6851,,,,,,,,,,,,,,,,,,,
11,369,181113,CB,6002,B,FC07,NM %,0.0561,,,,,,,,,,,,,,,,,,,
11,370,181113,CB,6022,B,FC07,mycos %,0.03,,,,,,,,,,,,,,,,,,,
11,371,181113,CB,6002,B,FC07,suipu live mycos %,0.0153,,,,,,,,,,,,,,,,,,,
12,372,181113,CB,6008,B,FC06,extra roots,0.0845,,,,,,,,,,,,,,,,,,,
12,373,181113,CB,6008,A,FC06,other extra roots,0.1055,,,,,,,,,,,,,,,,,,,
12,374,181113,CB,6080,B,FC06,NM %,0.0287,,,,,,,,,,,,,,,,,,,
12,375,181113,CB,6079,A,FC06,extra roots,0.1857,,,,,,,,,,,,,,,,,,,
12,376,181113,CB,6079,A,FC06,NM %,0.0783,,,,,,,,,,,,,,,,,,,
12,377,181113,CB,6079,B,FC06,other %,0.002,,,,,,,,,,,,,,,,,,,
12,378,181113,CB,6080,B,FC06,mycos %,0.0087,,,,,,,,,,,,,,,,,,,
12,379,181113,CB,6080,B,FC06,extra roots,0.3643,,,,,,,,,,,,,,,,,,,
12,380,181113,CB,6079,A,FC06,other %,0.0017,,,,,,,,,,,,,,,,,,,
12,381,181113,CB,6079,A,FC06,live mycos %,0.0062,,,,,,,,,,,,,,,,,,,
12,382,181113,CB,6079,A,FC06,dead mycos %,0.0114,,,,,,,,,,,,,,,,,,,
12,383,181113,CB,6054,A,FC06,mycos %,0.0097,,,,,,,,,,,,,,,,,,,
12,384,181113,CB,6079,B,FC06,NM %,0.0268,,,,,,,,,,,,,,,,,,,
12,385,181113,CB,6054,A,FC06,other %,0.0015,,,,,,,,,,,,,,,,,,,
12,386,181113,CB,6054,A,FC06,NM %,0.022,,,,,,,,,,,,,,,,,,,
12,387,181113,CB,6085,A,FC06,mycos %,0.0342,,,,,,,,,,,,,,,,,,,
12,388,181113,CB,6079,B,FC06,extra roots,0.1292,,,,,,,,,,,,,,,,,,,
12,389,181113,CB,6080,A,FC06,NM %,0.0198,,,,,,,,,,,,,,,,,,,
12,390,181113,CB,6080,A,FC06,hyphae,NA,,,,,,,,,,,,,,,,,,,
12,391,181113,CB,6080,A,FC06,other %,0.0143,,,,,,,,,,,,,,,,,,,
12,392,181113,CB,6080,A,FC06,extra roots ,0.3129,,,,,,,,,,,,,,,,,,,
12,393,181113,CB,6085,A,FC06,other %,0.0014,,,,,,,,,,,,,,,,,,,
12,394,181113,CB,6085,A,FC06,NM %,0.0339,,,,,,,,,,,,,,,,,,,
12,395,181113,CB,6085,A,FC06,hyphae,NA,,,,,,,,,,,,,,,,,,,
12,396,181113,CB,6085,A,FC06,extra roots,0.0936,,,,,,,,,,,,,,,,,,,
12,397,181113,CB,6085,B,FC06,dead mycos %,0.0033,,,,,,,,,,,,,,,,,,,
12,398,181113,CB,6054,A,FC06,extra roots,0.2995,,,,,,,,,,,,,,,,,,,
12,399,181113,CB,6085,B,FC06,mycos %,0.0015,,,,,,,,,,,,,,,,,,,
12,400,181113,CB,6054,B,FC06,NM %,0.0273,,,,,,,,,,,,,,,,,,,
12,401,181113,CB,6085,B,FC06,extra roots,0.3346,,,,,,,,,,,,,,,,,,,
12,402,181113,CB,6085,B,FC06,extra mycos,0.0045,,,,,,,,,,,,,,,,,,,
12,403,181113,CB,6085,B,FC06,NM %,0.0196,,,,,,,,,,,,,,,,,,,
12,404,181113,CB,6008,B,FC06,extra mycos,0.0022,,,,,,,,,,,,,,,,,,,
12,405,181113,CB,6085,B,FC06,other %,0.00234,,,,,,,,,,,,,,,,,,,
12,406,181113,CB,6054,B,FC06,extra roots,0.1873,,,,,,,,,,,,,,,,,,,
12,407,181113,CB,6008,A,FC06,suipu mycos,0.0043,,,,,,,,,,,,,,,,,,,
12,408,181113,CB,6008,A,FC06,NM %,0.0166,,,,,,,,,,,,,,,,,,,
13,409,181128,AV,6071,A,FC11,hyphae,NA,,,,,,,,,,,,,,,,,,,
13,410,181128,AV,6071,A,FC11,NM %,0.0137,,,,,,,,,,,,,,,,,,,
13,411,181128,AV,6020,A,FC11,NM %,0.05425,,,,,,,,,,,,,,,,,,,
13,412,181128,AV,6020,A,FC11,other %,0.01707,,,,,,,,,,,,,,,,,,,
13,413,181128,AV,6020,B,FC11,suipu mycos %,0.00283,,,,,,,,,,,,,,,,,,,
13,414,181128,AV,6020,B,FC11,extra roots,0.55563,,,,,,,,,,,,,,,,,,,
13,415,181128,AV,6020,B,FC11,NM %,0.02744,,,,,,,,,,,,,,,,,,,
13,416,181128,AV,6020,B,FC11,dead mycos %,0.01921,,added %,,,,,,,,,,,,,,,,,
13,417,181128,AV,6020,A,FC11,suipu mycos,0.00679,,,,,,,,,,,,,,,,,,,
13,418,181128,AV,6069,A,FC11,mycos %,0.00352,,,,,,,,,,,,,,,,,,,
13,419,181128,AV,6020,A,FC11,extra roots,0.25425,,,,,,,,,,,,,,,,,,,
13,420,181128,AV,6071,A,FC11,other %,0.00348,,,,,,,,,,,,,,,,,,,
13,421,181128,AV,6036,B,FC11,other %,0.00313,,,,,,,,,,,,,,,,,,,
13,422,181128,AV,6036,A,FC11,extra roots,0.31796,,,,,,,,,,,,,,,,,,,
13,423,181128,AV,6069,B,FC11,NM %,0.07164,,,,,,,,,,,,,,,,,,,
13,424,181128,AV,6020,B,FC11,other %,0.00551,,,,,,,,,,,,,,,,,,,
13,425,181128,AV,6071,A,FC11,extra roots,0.29453,,,,,,,,,,,,,,,,,,,
13,426,181128,AV,6071,B,FC11,extra roots,0.34444,,,,,,,,,,,,,,,,,,,
13,427,181128,AV,6071,B,FC11,other %,0.00702,,,,,,,,,,,,,,,,,,,
13,428,181128,AV,6030,A,FC11,NM %,0.06914,,,,,,,,,,,,,,,,,,,
13,429,181128,AV,6069,A,FC11,extra roots,0.32689,,,,,,,,,,,,,,,,,,,
13,430,181128,AV,6036,B,FC11,NM %,0.03946,,,,,,,,,,,,,,,,,,,
13,431,181128,AV,6036,none,FC11,shoot,0.62696,,,,,,,,,,,,,,,,,,,
13,432,181128,AV,6030,A,FC11,other %,0.00418,,,,,,,,,,,,,,,,,,,
13,433,181128,AV,6036,A,FC11,extra mycos,0.00428,,,,,,,,,,,,,,,,,,,
13,434,181128,AV,6036,A,FC11,mycos %,0.0003,,,,,,,,,,,,,,,,,,,
13,435,181128,AV,6036,A,FC11,dead mycos %,0.0037,,,,,,,,,,,,,,,,,,,
13,436,181128,AV,6036,B,FC11,dead mycos %,0.00016,,,,,,,,,,,,,,,,,,,
14,437,181129,CB,6069,none,FC11,shoot,0.5426,,,,,,,,,,,,,,,,,,,
14,438,181129,CB,6030,none,FC11,shoot,1.0218,,,,,,,,,,,,,,,,,,,
14,439,181129,CB,6036,B,FC11,extra roots,0.2238,,,,,,,,,,,,,,,,,,,
14,440,181129,CB,6069,A,FC11,other %,0.0108,,,,,,,,,,,,,,,,,,,
14,441,181129,CB,6020,none,FC11,shoot,0.7807,,,,,,,,,,,,,,,,,,,
14,442,181129,CB,6030,A,FC11,extra roots,0.2485,,,,,,,,,,,,,,,,,,,
14,443,181129,CB,6071,B,FC11,mycos %,0.0024,,,,,,,,,,,,,,,,,,,
14,444,181129,CB,6071,none,FC11,shoot,0.6602,,,,,,,,,,,,,,,,,,,
14,445,181129,CB,6030,A,FC11,mycos %,0.0072,,,,,,,,,,,,,,,,,,,
14,446,181129,CB,6070,none,FC14,shoot,4.3377,,,,,,,,,,,,,,,,,,,
14,447,181129,CB,6024,B,FC14,extra roots,0.9031,,,,,,,,,,,,,,,,,,,
14,448,181129,CB,6024,B,FC14,NM %,0.0336,,,,,,,,,,,,,,,,,,,
14,449,181129,CB,6038,B,FC14,other %,0.0072,,,,,,,,,,,,,,,,,,,
14,450,181129,CB,6038,B,FC14,mycos %,0.0325,,,,,,,,,,,,,,,,,,,
14,451,181129,CB,6038,B,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
14,452,181129,CB,6038,B,FC14,NM %,0.0295,,,,,,,,,,,,,,,,,,,
14,453,181129,CB,6038,B,FC14,extra roots,1.0363,,,,,,,,,,,,,,,,,,,
14,454,181129,CB,6038,B,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
14,455,181129,CB,6038,A,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
14,456,181129,CB,6038,A,FC14,NM %,0.1776,,,,,,,,,,,,,,,,,,,
14,457,181129,CB,6038,A,FC14,extra roots,0.9459,,,,,,,,,,,,,,,,,,,
14,458,181129,CB,6038,A,FC14,mycos %,0.0095,,,,,,,,,,,,,,,,,,,
14,459,181129,CB,6038,A,FC14,other %,0.0072,,,,,,,,,,,,,,,,,,,
14,460,181129,CB,6023,none,FC14,shoot,2.8811,,,,,,,,,,,,,,,,,,,
14,461,181129,CB,6023,BR,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
14,462,181129,CB,6023,AR,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
14,463,181129,CB,6023,A,FC14,NM %,0.0366,,,,,,,,,,,,,,,,,,,
14,464,181129,CB,6023,A,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
14,465,181129,CB,6023,A,FC14,other %,0.0028,,,,,,,,,,,,,,,,,,,
15,466,181129,CB,6023,A,FC14,mycos %,0.0198,,,,,,,,,,,,,,,,,,,
15,467,181129,CB,6023,A,FC14,extra roots,0.3394,,,,,,,,,,,,,,,,,,,
15,468,181129,CB,6023,B,FC14,NM %,0.0387,,,,,,,,,,,,,,,,,,,
15,469,181129,CB,6023,B,FC14,other %,0.0059,,,,,,,,,,,,,,,,,,,
15,470,181129,CB,6023,B,FC14,mycos %,0.0027,,,,,,,,,,,,,,,,,,,
15,471,181129,CB,6023,B,FC14,extra roots,0.7062,,,,,,,,,,,,,,,,,,,
15,472,181129,CB,6070,A,FC14,NM / coarse %,0.0225,,,,,,,,,,,,,,,,,,,
15,473,181129,CB,6070,A,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
15,474,181129,CB,6070,A,FC14,other %,0.0073,,,,,,,,,,,,,,,,,,,
15,475,181129,CB,6070,A,FC14,mycos %,0.0118,,,,,,,,,,,,,,,,,,,
15,476,181129,CB,6070,AF,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
15,477,181129,CB,6070,AR,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
15,478,181129,CB,6070,A,FC14,extra roots,0.8593,,,,,,,,,,,,,,,,,,,
15,479,181129,CB,6070,B,FC14,NM %,0.0417,,,,,,,,,,,,,,,,,,,
15,480,181129,CB,6070,B,FC14,other %,0.0139,,,,,,,,,,,,,,,,,,,
15,481,181129,CB,6070,BR,FC14,crust,NA,,,,,,,,,,,,,,,,,,,
15,482,181129,CB,6070,B,FC14,mycos %,0.0191,,,,,,,,,,,,,,,,,,,
15,483,181129,CB,6070,B,FC14,extra roots,1.0303,,,,,,,,,,,,,,,,,,,
15,484,181129,CB,6024,A,FC14,NM %,0.099,,,,,,,,,,,,,,,,,,,
15,485,181129,CB,6024,A,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
15,486,181129,CB,6024,A,FC14,other %,0.008,,,,,,,,,,,,,,,,,,,
15,487,181129,CB,6038,none,FC14,shoot,3.9418,,,,,,,,,,,,,,,,,,,
15,488,181129,CB,6024,A,FC14,mycos %,0.0259,,,,,,,,,,,,,,,,,,,
15,489,181129,CB,6024,A,FC14,extra roots,0.5716,,,,,,,,,,,,,,,,,,,
15,490,181129,CB,6024,B,FC14,mycos %,0.0189,,,,,,,,,,,,,,,,,,,
15,491,181129,CB,6024,none,FC14,shoot,3.0011,,,,,,,,,,,,,,,,,,,
15,492,181129,CB,6024,B,FC14,hyphae,NA,,,,,,,,,,,,,,,,,,,
15,493,181129,CB,6024,B,FC14,other %,0.0057,,,,,,,,,,,,,,,,,,,
16,494,181031,AV,6102,A,FC16,extra roots,0.4175,,,,,,,,,,,,,,,,,,,
16,495,181031,AV,6010,B,FC16,extra roots,0.4775,,,,,,,,,,,,,,,,,,,
16,496,181031,AV,6103,B,FC16,NM %,0.02159,,,,,,,,,,,,,,,,,,,
16,497,181031,AV,6099,A,FC16,rhizomorphs,0.00519,,,,,,,,,,,,,,,,,,,
16,498,181031,AV,6102,B,FC16,rhizomorphs,0.01203,,,,,,,,,,,,,,,,,,,
16,499,181031,AV,6099,A,FC16,mycos %,0.02702,,,,,,,,,,,,,,,,,,,
16,500,181031,AV,6103,A,FC16,extra roots,0.49153,,,,,,,,,,,,,,,,,,,
16,501,181031,AV,6099,B,FC16,NM %,0.03661,,,,,,,,,,,,,,,,,,,
16,502,181031,AV,6010,A,FC16,mycos %,0.01606,,,,,,,,,,,,,,,,,,,
16,503,181031,AV,6103,B,FC16,extra roots,0.94841,,,,,,,,,,,,,,,,,,,
16,504,181031,AV,6099,B,FC16,rhizomorphs,0.00408,,,,,,,,,,,,,,,,,,,
16,505,181031,AV,6099,A,FC16,extra roots,0.69972,,,,,,,,,,,,,,,,,,,
16,506,181031,AV,6102,B,FC16,extra roots,1.68753,,,,,,,,,,,,,,,,,,,
16,507,181031,AV,6099,B,FC16,extra roots,1.02684,,,,,,,,,,,,,,,,,,,
16,508,181031,AV,6010,A,FC16,extra roots,0.65881,,,,,,,,,,,,,,,,,,,
16,509,181031,AV,6103,A,FC16,NM %,0.03411,,,,,,,,,,,,,,,,,,,
16,510,181031,AV,6010,B,FC16,TFRs %,0.01045,not a perfect islation of all TFRs,,,,,,,,,,,,,,,,,,
16,511,181031,AV,6099,AR,FC16,fruits,0.16257,pretty clean,,,,,,,,,,,,,,,,,,
16,512,181031,AV,6099,A,FC16,other %,0.042,,,,,,,,,,,,,,,,,,,
16,513,181031,AV,6099,B,FC16,other %,0.00647,,,,,,,,,,,,,,,,,,,
16,514,181031,AV,6103,A,FC16,other %,0.00725,,,,,,,,,,,,,,,,,,,
16,515,181031,AV,6103,B,FC16,other %,0.00885,,,,,,,,,,,,,,,,,,,
16,516,181031,AV,6010,A,FC16,other %,0.01186,,,,,,,,,,,,,,,,,,,
16,517,181031,AV,6102,B,FC16,other %,0.01976,,,,,,,,,,,,,,,,,,,
16,518,181031,AV,6102,A,FC16,other %,0.00327,,,,,,,,,,,,,,,,,,,
16,519,181031,AV,6102,none,FC16,shoot,4.0085,,,,,,,,,,,,,,,,,,,
16,520,181031,AV,6010,none,FC16,shoot,2.9381,,,,,,,,,,,,,,,,,,,
16,521,181031,AV,6103,none,FC16,shoot,4.24875,,,,,,,,,,,,,,,,,,,
16,522,181031,AV,6099,none,FC16,shoot,3.83,,,,,,,,,,,,,,,,,,,
17,523,181107,AV,6048,B,FC02,mycos %,0.00354,13C 15N,added %,,,,,,,,,,,,,,,,,
17,524,181107,AV,6012,B,FC02,hyphae,NA,,,,,,,,,,,,,,,,,,,
17,525,181107,AV,6049,AR,FC02,crust,NA,,,,,,,,,,,,,,,,,,,
17,526,181107,AV,6049,AF,FC02,crust,NA,,,,,,,,,,,,,,,,,,,
17,527,181107,AV,6049,A,FC02,hyphae,NA,,,,,,,,,,,,,,,,,,,
17,528,181107,AV,6048,B,FC02,other roots,0.13316,13C 15N,,,,,,,,,,,,,,,,,,
17,529,181107,AV,6063,A,FC02,roots %,0.06801,,,,,,,,,,,,,,,,,,,
17,530,181107,AV,6049,A,FC02,other roots,0.575,,,,,,,,,,,,,,,,,,,
17,531,181107,AV,6043,A,FC02,hyphae,NA,,,,,,,,,,,,,,,,,,,
17,532,181107,AV,6012,A,FC02,hyphae,NA,,,,,,,,,,,,,,,,,,,
17,533,181107,AV,6082,B,FC02,hyphae,NA,,,,,,,,,,,,,,,,,,,
17,534,181107,AV,6043,B,FC02,roots for % col,0.04733,,,,,,,,,,,,,,,,,,,
17,535,181107,AV,6043,B,FC02,extra roots for isotopes,0.00739,,,,,,,,,,,,,,,,,,,
17,536,181107,AV,6012,AF,FC02,crust,NA,,,,,,,,,,,,,,,,,,,
17,537,181107,AV,6043,A,FC02,other roots,0.29452,,,,,,,,,,,,,,,,,,,
17,538,181107,AV,6049,A,FC02,roots for % col,0.08981,,,,,,,,,,,,,,,,,,,
17,539,181107,AV,6049,A,FC02,dead mycos %,0.02036,,,,,,,,,,,,,,,,,,,
17,540,181107,AV,6048,A,FC02,other roots,0.06492,,,,,,,,,,,,,,,,,,,
17,541,181107,AV,6012,B,FC02,extra mycos,0.01452,,,,,,,,,,,,,,,,,,,
17,542,181107,AV,6043,B,FC02,dead mycos for % col,0.00316,,,,,,,,,,,,,,,,,,,
17,543,181107,AV,6049,B,FC02,tevan for root %,0.00664,,,,,,,,,,,,,,,,,,,
17,544,181107,AV,6049,B,FC02,roots % col,0.0333,,,,,,,,,,,,,,,,,,,
17,545,181107,AV,6043,B,FC02,mycos %,0.00207,13C 15N,,,,,,,,,,,,,,,,,,
17,546,181107,AV,6049,B,FC02,other roots,0.64344,,,,,,,,,,,,,,,,,,,
17,547,181107,AV,6048,A,FC02,terminal fine roots % col,0.00795,,,,,,,,,,,,,,,,,,,
17,548,181107,AV,6048,none,FC02,shoot,0.41299,13C 15N,,,,,,,,,,,,,,,,,,
17,549,181107,AV,6082,B,FC02,roots %,0.0258,,,,,,,,,,,,,,,,,,,
17,550,181107,AV,6049,none,FC02,shoot,2.4138,,,,,,,,,,,,,,,,,,,
18,551,181107,AV,6019,B,FC13,extra roots,0.0266,,,,,,,,,,,,,,,,,,,
18,552,181107,AV,6019,B,FC13,NM %,0.04926,,,,,,,,,,,,,,,,,,,
18,553,181107,AV,6011,B,FC13,other %,0.03483,,,,,,,,,,,,,,,,,,,
18,554,181107,AV,6011,B,FC13,NM %,0.04033,,,,,,,,,,,,,,,,,,,
18,555,181107,AV,6019,none,FC13,extra shoots,0.46052,,,,,,,,,,,,,,,,,,,
18,556,181107,AV,6019,B,FC13,other %,0.00031,,,,,,,,,,,,,,,,,,,
18,557,181107,AV,6011,B,FC13,extra roots,0.40835,,,,,,,,,,,,,,,,,,,
18,558,181107,AV,6011,A,FC13,mycos %,0.02296,,,,,,,,,,,,,,,,,,,
18,559,181107,AV,6021,A,FC13,hyphae,NA,,,,,,,,,,,,,,,,,,,
18,560,181107,AV,6019,A,FC13,NM %,0.01289,,,,,,,,,,,,,,,,,,,
18,561,181107,AV,6044,B,FC13,other %,0.00649,,,,,,,,,,,,,,,,,,,
18,562,181107,AV,6044,B,FC13,mycos %,0.00186,,,,,,,,,,,,,,,,,,,
18,563,181107,AV,6058,A,FC13,NM %,0.03195,,,,,,,,,,,,,,,,,,,
18,564,181107,AV,6044,A,FC13,NM %,0.02753,,,,,,,,,,,,,,,,,,,
18,565,181107,AV,6044,A,FC13,other %,0.005,,,,,,,,,,,,,,,,,,,
18,566,181107,AV,6035,none,FC13,shoot,0.94445,,,,,,,,,,,,,,,,,,,
18,567,181107,AV,6021,A,FC13,mycos %,0.01844,,,,,,,,,,,,,,,,,,,
18,568,181107,AV,6044,A,FC13,extra roots,0.27694,,,,,,,,,,,,,,,,,,,
18,569,181107,AV,6035,B,FC13,NM %,0.01695,,,,,,,,,,,,,,,,,,,
18,570,181107,AV,6019,A,FC13,extra roots,0.16217,,,,,,,,,,,,,,,,,,,
18,571,181107,AV,6044,B,FC13,extra roots,0.10317,,,,,,,,,,,,,,,,,,,
18,572,181107,AV,6021,B,FC13,mycos %,0.00744,,,,,,,,,,,,,,,,,,,
18,573,181107,AV,6044,A,FC13,mycos %,0.01025,,,,,,,,,,,,,,,,,,,
18,574,181107,AV,6035,B,FC13,mycos %,0.00437,,,,,,,,,,,,,,,,,,,
18,575,181107,AV,6021,A,FC13,extra roots,0.24865,,,,,,,,,,,,,,,,,,,
